custid,gender,ct_dairy,ct_drink,ct_fastfood,ct_fruite,ct_house_prod,ct_makeup,ct_meat,ct_sauce,ct_seafood,ct_snack,ct_vegetable,coverage,g_paid,buyed_prod_num,hf_6-11,hf_12-17,hf_18-23,wdf_Sun,wdf_Mon,wdf_Tue,wdf_Wed,wdf_Thu,wdf_Fri,wdf_Sat,purchased,ct_cov,vdays,day_mean_amt,daycov,top_prod
C0466,m,0,0,1,0,0,0,0,0,0,0,0,0.09,990,1,0,0,1,1,0,0,0,0,0,0,1,3.31662479,1,990,0,otherreadymadefoods
C0467,f,0.39,0.14,0.17,0.01,0.05,0,0,0,0,0.16,0.08,0.64,76410,21,0.05,0.9,0.05,0,0.05,0,0,0.9,0.05,0,21,1.328560655,9,8490,0.974701354,cooky/cakes
C0468,f,0.15,0.03,0.08,0.31,0.16,0,0.06,0.02,0.02,0.07,0.1,0.91,218605,61,0.2,0.65,0.15,0.16,0.27,0.11,0.19,0.08,0.03,0.17,61,0.983630469,30,7286.833333,0.663342411,milk
C0469,f,0.09,0.32,0.16,0.44,0,0,0,0,0,0,0,0.36,13680,7,0,0.81,0.19,0.75,0,0,0,0.19,0.06,0,7,1.680064074,3,4560,1.107462654,softdrinks
C0470,f,0.56,0,0,0,0,0,0,0,0,0,0.44,0.18,11790,3,0,1,0,0,0,1,0,0,0,0,3,2.244221437,1,11790,0,beans
C0472,f,0.02,0,0.12,0.6,0.13,0,0.06,0.03,0,0.02,0.01,0.73,81440,16,0,1,0,0.21,0.16,0,0.25,0,0.2,0.19,16,1.916940707,8,10180,0.594072065,strawberry/peach/
C0473,m,0,0,0,0,0,0,0,0,0,0,1,0.09,18600,1,0,1,0,0,0,0,0,1,0,0,1,3.31662479,1,18600,0,beans
C0474,f,0,0,0,0,0,0,0.68,0,0,0.32,0,0.18,4090,2,0,1,0,0,0,0,0,1,0,0,2,2.403047376,2,2045,0.522117966,cooky/cakes
C0475,f,0,0.05,0.32,0.06,0,0,0.56,0,0,0,0,0.36,31130,5,0,0.32,0.68,0,0,0,0,0.68,0.32,0,5,2.01678333,2,15565,0.505627914,fruitvegetables
C0477,m,0,0,0,0,0,0,0.72,0.28,0,0,0,0.18,19690,2,0,0,1,0,0,0,0,1,0,0,2,2.47556644,1,19690,0,koreanpork
C0478,f,0,0,0.31,0.69,0,0,0,0,0,0,0,0.18,13136,3,0.46,0.54,0,0,0,0.46,0,0,0,0.54,3,2.404059003,2,6568,0.122301051,apple/sweetmelon
C0479,f,0.28,0.03,0.13,0,0.05,0.01,0.3,0,0.09,0.1,0,0.73,169299,38,0.03,0.43,0.54,0.15,0.19,0.08,0.15,0.3,0.13,0,38,1.191404627,23,7360.826087,0.938492862,chilleddairymilks
C0480,f,0,0.15,0.06,0,0.21,0,0,0.27,0.18,0,0.12,0.55,32780,10,0.12,0.39,0.49,0,0.27,0,0.53,0.21,0,0,10,1.116343649,8,4097.5,0.40631366,chilledagriculturalproducts
C0481,f,0.23,0,0.18,0,0.37,0,0.11,0,0,0.09,0.01,0.55,55074,15,0.38,0.51,0.11,0.12,0.32,0.11,0,0.06,0,0.4,15,1.371604383,7,7867.714286,0.870730769,fermentedmilk
C0482,f,0,0,0.18,0.21,0.07,0.03,0.3,0,0,0,0.19,0.55,84091,16,0,0.33,0.67,0,0,0,0.41,0.16,0,0.43,16,1.222364403,7,12013,0.773140684,fruitvegetables
C0483,f,0.1,0.09,0,0,0.39,0,0.41,0,0,0,0,0.36,14490,5,0,0,1,0,0,0.71,0,0.29,0,0,5,1.742648927,2,7245,0.5826677,cookingoil
C0485,m,0,0,0,0,0,0,0,0,0,1,0,0.09,2990,1,0,0,1,1,0,0,0,0,0,0,1,3.31662479,1,2990,0,bakery
C0486,m,0,0,0,0,0,0,0,0,0,1,0,0.09,7030,4,0,0,1,0,0,0.43,0.43,0,0,0.14,4,3.31662479,4,1757.5,0.496650959,snacks
C0487,f,0,0,0.29,0,0,0,0.71,0,0,0,0,0.18,9830,2,0,1,0,0,1,0,0,0,0,0,2,2.453149793,1,9830,0,frozendumpling
C0489,f,0.58,0.27,0,0,0,0,0,0,0,0,0.15,0.27,12070,5,0,0,1,0,0,0,0,0,0,1,5,2.02704129,3,4023.333333,0.645892462,harddrinks
C0490,f,0.12,0.08,0.09,0,0,0,0.71,0,0,0,0,0.36,22530,5,0.83,0.17,0,0,0,0,0.83,0,0.17,0,5,2.307536325,4,5632.5,1.224132709,bottledfoods
C0491,f,0,0,0.63,0,0,0,0,0,0,0.37,0,0.18,9490,2,0,1,0,1,0,0,0,0,0,0,2,2.316572115,1,9490,0,ready-madesidedishes
C0492,m,0,1,0,0,0,0,0,0,0,0,0,0.09,2740,1,1,0,0,0,0,0,1,0,0,0,1,3.31662479,1,2740,0,softdrinks
C0493,f,0,0.16,0,0,0.84,0,0,0,0,0,0,0.18,14150,2,0,0.84,0.16,0,0,0.16,0,0,0.84,0,2,2.786364162,2,7075,0.964463666,softdrinks
C0495,f,0.33,0.05,0.02,0.03,0,0,0.39,0,0,0.03,0.15,0.64,201460,37,0.42,0.56,0.02,0.2,0.14,0.19,0.05,0.3,0,0.12,37,1.548072614,14,14390,1.064327512,lattuce
C0496,m,0,0,0,0,0,0,0,0,0,1,0,0.09,4290,2,0,0,1,0.77,0,0,0,0,0,0.23,2,3.31662479,2,2145,0.761499611,cooky/cakes
C0497,m,1,0,0,0,0,0,0,0,0,0,0,0.09,9200,6,0,1,0,0.16,0.33,0,0.17,0,0,0.33,6,3.31662479,6,1533.333333,0.010649955,milk
C0499,f,0.07,0.41,0.11,0.18,0,0,0.03,0.02,0.07,0.05,0.07,0.82,141780,28,0.13,0.54,0.32,0.13,0.05,0.01,0.21,0.43,0.03,0.15,28,1.297737657,19,7462.105263,0.856958375,harddrinks
C0500,f,0.24,0.04,0.53,0,0.11,0,0,0.08,0,0,0,0.45,15670,10,0,0.95,0.05,0,0.62,0.27,0.11,0,0,0,10,1.799663086,5,3134,0.613692485,instantfoods
C0501,f,0.09,0,0.08,0.04,0.14,0,0,0.36,0.16,0,0.14,0.64,36940,8,0,0.79,0.21,0.79,0,0.08,0.14,0,0,0,8,1.203800338,3,12313.33333,1.181593537,chilledseafood
C0502,f,0.11,0,0,0.14,0,0,0.25,0,0.14,0.21,0.15,0.55,42726,10,0.68,0,0.32,0,0,0,0.32,0,0.68,0,10,1.04167279,2,21363,0.52211311,cooky/cakes
C0503,f,0,0,0.17,0,0,0,0.83,0,0,0,0,0.18,21967,2,0,1,0,0,0,0,0,0,0,1,2,2.753416532,1,21967,0,instantfoods
C0504,m,0,0,0,0,0,0,0,0,0,1,0,0.09,3550,2,0,1,0,0,0,0,0.56,0,0,0.44,2,3.31662479,2,1775,0.179266508,bread
C0505,f,0,0,0,0,0.67,0,0.11,0,0,0,0.22,0.27,29592,4,0,1,0,0.8,0,0.2,0,0,0,0,4,2.246972799,2,14796,0.841684552,rootvegetables
C0506,m,0,0.37,0,0,0,0,0,0,0,0.63,0,0.18,15800,2,1,0,0,0,0,0,0,1,0,0,2,2.318944502,1,15800,0,minorcereals
C0507,f,0.1,0,0,0,0.4,0,0,0.07,0,0.42,0,0.36,46430,8,0,0.43,0.57,0.27,0.04,0.07,0.23,0.21,0.17,0,8,1.79079516,8,5803.75,0.630140954,ready-madesnacks
C0508,m,0,0,0,0,0,0,0,1,0,0,0,0.09,1100,1,0,0,1,0,0,0,0,0,0,1,1,3.31662479,1,1100,0,ketchupandmayoneise
C0509,f,0,0,0.2,0,0,0,0.45,0,0,0.35,0,0.27,20718,4,0,0.65,0.35,0.35,0,0,0,0,0,0.65,4,1.823659745,2,10359,0.410789517,cooky/cakes
C0511,f,0,0.22,0,0.24,0,0,0.28,0,0,0,0.27,0.36,16680,6,0,1,0,0.72,0,0.22,0,0,0,0.06,6,1.397236012,5,3336,0.58809405,fruitvegetables
C0512,f,0,0,0,0.27,0,0,0,0,0,0,0.73,0.18,2540,2,1,0,0,0,1,0,0,0,0,0,2,2.492356099,1,2540,0,fruitvegetables
C0513,f,0,0,0,0,0,0,0,0,0,0.77,0.23,0.18,5190,2,0,1,0,0,0,0,0,1,0,0,2,2.592972927,1,5190,0,candy-gum
C0514,f,0.09,0,0,0,0.91,0,0,0,0,0,0,0.18,18750,2,0,1,0,1,0,0,0,0,0,0,2,2.990259468,2,9375,1.148718536,kitchen/housedetergents
C0515,f,0.06,0.09,0.2,0.05,0.09,0,0.11,0.08,0.31,0,0.02,0.82,65212,12,0.67,0.33,0,0,0.09,0,0.19,0,0,0.72,12,1.008995267,4,16303,1.142092701,bottledfoods
C0516,f,0,0,0,0.59,0,0,0,0,0,0,0.41,0.18,4380,2,0,1,0,0,0,0,0,0,1,0,2,2.267568139,1,4380,0,beans
C0517,m,1,0,0,0,0,0,0,0,0,0,0,0.09,390,1,0,1,0,0,0,0,0,1,0,0,1,3.31662479,1,390,0,icecream
C0518,f,0.09,0.13,0.12,0.36,0.17,0,0,0.04,0,0,0.09,0.64,153360,29,0.23,0.14,0.63,0.05,0.35,0,0.24,0,0.3,0.06,29,1.178732039,18,8520,0.554896043,eidbleherbs
C0519,f,0.08,0.1,0.11,0.04,0.14,0,0,0,0.44,0,0.09,0.64,68360,11,0.05,0.64,0.3,0.18,0.02,0,0.48,0.19,0.07,0.05,11,1.382920408,9,7595.555556,1.144992165,beans
C0520,f,0.1,0.07,0.05,0.03,0.15,0,0.21,0.01,0.04,0.14,0.19,0.91,145193,33,0.34,0.63,0.03,0.13,0.12,0.06,0.11,0.12,0.31,0.14,33,0.808738781,18,8066.277778,1.039131475,icecream
C0521,f,0.22,0,0,0,0,0,0,0.5,0,0.28,0,0.27,5940,4,0,0,1,0,0,0,0,1,0,0,4,1.865229458,2,2970,1.033280616,icecream
C0522,m,0,0,0,1,0,0,0,0,0,0,0,0.09,2990,1,0,0,1,0,1,0,0,0,0,0,1,3.31662479,1,2990,0,fruitvegetables
C0523,f,0,0,0.15,0.03,0,0,0.43,0,0.24,0,0.14,0.45,20740,5,0,0,1,1,0,0,0,0,0,0,5,1.553390633,1,20740,0,fruitvegetables
C0524,m,0.58,0,0,0,0,0,0.18,0.07,0,0.1,0.07,0.45,28684,8,0,0,1,0,0,0,0.15,0,0,0.85,8,1.8943186,3,9561.333333,0.651009589,eggs
C0525,f,0,0.06,0,0.56,0,0,0.25,0,0.08,0.04,0,0.45,35660,6,0,0.04,0.96,0,0.08,0.56,0,0.32,0,0.04,6,1.90461323,4,8915,0.959222183,chilledseafood
C0526,m,1,0,0,0,0,0,0,0,0,0,0,0.09,4790,2,0,1,0,0,0,0.21,0.79,0,0,0,2,3.31662479,2,2395,0.823727733,chilleddairymilks
C0527,f,0.13,0,0.08,0.5,0,0,0,0.11,0,0,0.17,0.45,35710,7,0.25,0.3,0.44,0,0,0.3,0.17,0.28,0,0.25,7,1.661420304,6,5951.666667,0.456564198,apple/sweetmelon
C0528,f,0.13,0.15,0.15,0.15,0.07,0.03,0.06,0,0,0.1,0.15,0.91,394159,119,0.12,0.77,0.11,0.16,0.14,0.18,0.09,0.2,0.1,0.12,119,0.66279884,71,5551.535211,0.773094487,softdrinks
C0529,f,0.33,0,0.02,0.43,0,0,0,0.06,0.14,0.01,0,0.55,92244,19,1,0,0,0,0.27,0.18,0.18,0.11,0,0.26,19,1.663877618,8,11530.5,0.52598483,fruitvegetables
C0531,m,0,0,0,0,0.17,0,0,0,0,0,0.83,0.18,23460,5,0,1,0,0.36,0.47,0,0.17,0,0,0,5,2.753934398,4,5865,0.329259171,rootvegetables
C0532,m,0,0,0,1,0,0,0,0,0,0,0,0.09,7990,1,0,1,0,0,0,0,0,0,0,1,1,3.31662479,1,7990,0,strawberry/peach/
C0533,f,0,0.05,0,0.32,0,0,0,0,0,0.21,0.42,0.36,9410,4,0,1,0,0,0,0,0,0,0,1,4,1.693806605,1,9410,0,rootvegetables
C0534,f,0.25,0.09,0.11,0.1,0,0,0.17,0,0.04,0.2,0.04,0.73,187449,68,0.01,0.25,0.74,0.19,0.17,0.12,0.23,0.24,0.02,0.04,68,0.937915627,39,4806.384615,0.964666897,icecream
C0535,f,0.18,0,0,0.14,0.31,0,0,0.1,0,0.06,0.22,0.55,27720,9,0,0.61,0.39,0,0,0.12,0.12,0.76,0,0,9,1.178714384,7,3960,0.709453656,beans
C0536,f,0.19,0,0,0.06,0,0,0.15,0,0.12,0.24,0.24,0.55,66991,23,0,1,0,0.15,0.22,0,0.02,0.22,0,0.39,23,1.101141858,17,3940.647059,0.923368374,beans
C0537,f,0,0,0.32,0,0.68,0,0,0,0,0,0,0.18,16530,4,0.21,0.11,0.68,0.32,0,0,0,0.68,0,0,4,2.40009149,3,5510,0.919147718,ramen
C0538,f,0.11,0.11,0,0.07,0.14,0,0.18,0,0.22,0.08,0.09,0.73,121813,24,0.02,0.53,0.45,0,0,0,0.03,0.86,0.01,0.09,24,0.79862174,12,10151.08333,0.699561456,beans
C0539,f,0.35,0.09,0.32,0,0.07,0,0,0,0,0.17,0,0.45,13350,7,0,0.17,0.83,0,0.08,0.09,0.44,0.09,0,0.31,7,1.454787986,6,2225,0.758609882,snacks
C0540,f,0,0.14,0.1,0.09,0.2,0,0.32,0.05,0.04,0,0.05,0.73,94784,14,0,0.68,0.32,0,0,0.22,0.27,0.21,0.22,0.08,14,1.091032265,11,8616.727273,0.614016434,koreanpork
C0541,m,1,0,0,0,0,0,0,0,0,0,0,0.09,990,1,0,0,1,0,0,0,0,0,1,0,1,3.31662479,1,990,0,fermentedmilk
C0542,f,0.02,0.24,0.06,0,0.3,0,0.17,0.11,0,0,0.09,0.64,114430,23,0.07,0.75,0.18,0.03,0.16,0.03,0,0.12,0.28,0.38,23,1.171341006,15,7628.666667,1.16729597,harddrinks
C0543,m,0,0,0,0,0,0,0,0,0,0,1,0.09,1280,1,0,0,1,0,0,0,0,0,0,1,1,3.31662479,1,1280,0,beans
C0544,f,0.22,0.04,0,0.35,0.07,0,0.09,0.05,0.15,0.03,0.01,0.82,135385,25,0.1,0.54,0.36,0.18,0.1,0.28,0.13,0.23,0.05,0.03,25,1.195030949,19,7125.526316,0.890875385,banana/importedfruits
C0545,m,0,0,0.6,0,0.4,0,0,0,0,0,0,0.18,12020,3,0.77,0,0.23,0,0,0.23,0,0,0.77,0,3,2.28019784,2,6010,0.767110851,bottledfoods
C0546,f,0.09,0,0.08,0,0.15,0,0.1,0,0.47,0,0.1,0.55,34941,11,0,0.1,0.9,0.38,0,0,0,0,0,0.62,11,1.521987529,3,11647,0.647207698,beans
C0547,m,0,0.39,0,0,0,0,0.61,0,0,0,0,0.18,18427,4,0.34,0.66,0,0,0.34,0.27,0,0,0.39,0,4,2.293333953,3,6142.333333,0.175741216,harddrinks
C0548,f,0.11,0.14,0.16,0.03,0.13,0,0.14,0.04,0.04,0.21,0,0.82,89082,25,0,0.75,0.25,0.2,0,0,0,0.23,0.57,0,25,0.773509597,7,12726,0.317296945,cooky/cakes
C0549,f,0.2,0,0.07,0.05,0.19,0,0.03,0.04,0.15,0.03,0.23,0.82,120757,33,0.01,0.74,0.25,0.06,0,0.45,0.18,0,0,0.3,33,0.956183943,14,8625.5,0.687808865,beans
C0552,f,0.19,0.01,0.29,0,0,0,0.08,0.01,0.22,0.04,0.15,0.73,78451,21,0,0.94,0.06,0,0,0,0,0,1,0,21,1.146689104,7,11207.28571,0.730787909,ramen
C0553,f,0.2,0.03,0.06,0.31,0.02,0.03,0,0.03,0.02,0.16,0.14,0.91,127712,44,0.39,0.48,0.13,0.25,0.12,0.06,0.18,0.11,0.03,0.25,44,1.083428924,28,4561.142857,1.129724491,fruitvegetables
C0554,f,0,0,0,0,0,0,0.15,0,0.72,0.05,0.08,0.36,20674,4,0.08,0.92,0,0.72,0,0,0.15,0.05,0.08,0,4,2.357720089,4,5168.5,1.265580631,eidbleherbs
C0555,f,0.12,0,0,0.13,0,0,0.57,0,0,0,0.18,0.36,22608,4,0.75,0,0.25,0,0,0,0.13,0.87,0,0,4,1.904418231,3,7536,1.079497559,banana/importedfruits
C0556,m,0,0,0,0,0,0,0,0,0,1,0,0.09,4200,1,0,1,0,0,0,1,0,0,0,0,1,3.31662479,1,4200,0,snacks
C0557,f,0.6,0.26,0,0,0.15,0,0,0,0,0,0,0.27,27430,8,0,0.61,0.39,0.18,0.07,0.29,0,0,0.18,0.27,8,2.068432587,6,4571.666667,0.426472788,milk
C0558,f,0.17,0.01,0.05,0.15,0,0,0.14,0.11,0.02,0.34,0.02,0.82,194061,37,0.62,0.32,0.07,0.45,0.11,0.02,0.08,0.09,0.04,0.21,37,1.147568388,20,9703.05,1.295924143,ketchupandmayoneise
C0559,m,0,0,0,0,0,0,0,0,0,0,1,0.09,2851,1,0,0,1,0,0,0,0,1,0,0,1,3.31662479,1,2851,0,eidbleherbs
C0560,f,0.08,0,0.13,0,0.05,0,0.38,0.08,0.16,0.01,0.11,0.73,95745,16,0.22,0.78,0,0.25,0.18,0.39,0.06,0,0,0.12,16,1.210355421,7,13677.85714,0.924838598,eggs
C0563,f,0.04,0.12,0.11,0.38,0,0,0.24,0,0,0.09,0.02,0.64,118523,24,0.09,0.91,0,0,0,0.01,0.87,0.01,0.11,0,24,1.329327117,12,9876.916667,0.893494025,fermentedmilk
C0566,m,0,1,0,0,0,0,0,0,0,0,0,0.09,2800,1,0,0,1,1,0,0,0,0,0,0,1,3.31662479,1,2800,0,harddrinks
C0567,m,0,0,0,0,0.83,0,0.05,0,0,0,0.12,0.27,21650,3,0,1,0,0.83,0,0.12,0,0.05,0,0,3,2.717325177,3,7216.666667,1.286527537,babyproducts
C0568,f,0.32,0.04,0,0.26,0,0,0.19,0,0.13,0,0.06,0.55,73470,15,0.48,0.52,0,0,0.26,0,0.11,0,0.21,0.41,15,1.287596456,10,7347,0.633349508,milk
C0569,m,0,0,0,0,0,0,0,0,0,0,1,0.09,2911,1,0,1,0,0,0,0,0,1,0,0,1,3.31662479,1,2911,0,eidbleherbs
C0570,f,0.13,0.1,0.13,0.29,0.15,0,0,0.03,0.03,0.11,0.03,0.82,114711,43,0.1,0.9,0,0.19,0.03,0.29,0.1,0.02,0.15,0.21,43,0.925631566,22,5214.136364,0.837463031,ramen
C0571,f,0.19,0.05,0,0,0,0,0.46,0,0.03,0.14,0.13,0.55,72244,21,0.07,0.85,0.08,0.09,0.26,0.08,0.18,0.38,0,0,21,1.537520582,10,7224.4,0.575657277,beans
C0572,f,0.1,0.4,0,0.16,0.05,0,0,0,0,0.18,0.11,0.55,43390,7,0,0.22,0.78,0.11,0.52,0,0.27,0,0.1,0,7,1.35078743,4,10847.5,0.774968904,cooky/cakes
C0573,f,0.06,0.26,0.08,0.02,0.09,0,0.14,0.03,0.12,0.11,0.09,0.91,445540,140,0.15,0.58,0.27,0.2,0.11,0.18,0.07,0.16,0.11,0.16,140,0.77791211,56,7956.071429,0.841418368,harddrinks
C0574,m,0,0,0,0,1,0,0,0,0,0,0,0.09,9900,1,0,1,0,0,0,0,0,0,0,1,1,3.31662479,1,9900,0,sanitaryproducts
C0575,f,0.22,0.08,0.11,0.1,0.11,0,0.16,0.1,0.01,0.07,0.03,0.91,418910,76,0.16,0.78,0.06,0.02,0.08,0.08,0,0.03,0.22,0.57,76,0.701106008,18,23272.77778,0.835996786,ramen
C0577,f,0.25,0.08,0,0.21,0.09,0,0.17,0.03,0,0.13,0.04,0.73,74379,16,0,1,0,0.19,0.13,0.09,0,0.54,0.05,0,16,0.956433008,7,10625.57143,1.100850488,milk
C0578,f,0.05,0.14,0.09,0.36,0,0,0.04,0.08,0.02,0.03,0.21,0.82,205691,45,0.25,0.73,0.02,0.1,0.16,0.11,0.44,0.14,0.02,0.03,45,1.189344236,27,7618.185185,0.973356773,banana/importedfruits
C0579,f,0.18,0.45,0,0.16,0,0,0,0,0,0.21,0,0.36,52320,9,0,0.5,0.5,0,0,0,0.79,0.21,0,0,9,1.612736875,5,10464,0.552018409,banana/importedfruits
C0580,f,0.31,0,0.08,0.05,0.2,0,0.16,0,0.08,0.08,0.04,0.82,90513,24,0,0.85,0.15,0.17,0,0.36,0.17,0,0.15,0.15,24,1.062915859,18,5028.5,0.715572669,fermentedmilk
C0581,f,0.11,0.05,0.33,0.15,0.01,0,0.17,0.02,0.02,0.04,0.11,0.91,124540,27,0,0,1,0.15,0.01,0.01,0.37,0.13,0.07,0.26,27,1.08388012,12,10378.33333,0.73470089,bottledfoods
C0582,f,0,0,0,0,0.27,0,0,0,0.65,0,0.09,0.27,18580,3,0,1,0,0,0,0,0,0.09,0,0.91,3,2.215545178,2,9290,1.172168399,cookingoil
C0583,f,0,0,0,0.14,0,0,0,0.19,0.22,0,0.45,0.36,27710,6,0,1,0,0,0,0.34,0,0.3,0,0.36,6,1.606401478,4,6927.5,0.347836684,beans
C0585,m,0,0,0,0,0,0,0,0,0,1,0,0.09,2800,1,1,0,0,0,0,1,0,0,0,0,1,3.31662479,1,2800,0,ready-madesnacks
C0586,f,0.15,0.03,0.27,0.03,0,0,0.14,0.05,0.24,0.01,0.1,0.82,123485,35,0.04,0.88,0.08,0.18,0.14,0.23,0.18,0.13,0,0.13,35,1.049407389,21,5880.238095,0.870938065,fermentedmilk
C0587,f,0.01,0.19,0.19,0.02,0.12,0,0.17,0.03,0.03,0.22,0.03,0.91,157007,62,0,0.38,0.62,0.11,0.05,0.15,0.19,0.33,0.1,0.07,62,0.950358358,37,4243.432432,0.958713152,cooky/cakes
C0588,f,0.14,0.07,0.04,0.32,0.05,0,0.22,0.01,0.08,0.01,0.05,0.91,292974,53,0.14,0.78,0.07,0.3,0.12,0.05,0.08,0.15,0.06,0.23,53,1.09609479,25,11718.96,0.682587655,banana/importedfruits
C0589,f,0.23,0.01,0.11,0.02,0.27,0,0.06,0.02,0.14,0.13,0.01,0.91,325862,63,0.04,0.76,0.2,0.08,0.15,0.09,0.5,0.14,0,0.03,63,1.031812372,24,13577.58333,1.046910621,milk
C0590,f,0.37,0.22,0,0.13,0,0,0.14,0.05,0,0.08,0,0.55,36510,9,0,0.32,0.68,0,0.24,0.58,0.08,0,0,0.1,9,1.303790684,6,6085,0.786227406,chilledlivestock
C0591,f,0,0.83,0,0,0.17,0,0,0,0,0,0,0.18,22890,2,0.17,0,0.83,0,0,0,0,0,0.17,0.83,2,2.74170747,2,11445,0.921184981,coffee
C0592,f,0.13,0.19,0.07,0.07,0.07,0,0.07,0.01,0.06,0.33,0,0.82,248200,44,0.02,0.96,0.02,0,0.02,0.4,0.14,0.07,0.19,0.19,44,1.06642401,17,14600,0.770103106,snacks
C0593,f,0.05,0.29,0.08,0.17,0.13,0.01,0.02,0.04,0.1,0,0.1,0.91,134650,29,0.31,0.48,0.21,0,0.25,0.13,0.23,0.29,0.11,0,29,0.940526063,12,11220.83333,0.698041592,fruitvegetables
C0594,m,0,0,0.46,0.54,0,0,0,0,0,0,0,0.18,8680,3,1,0,0,0,0,0,1,0,0,0,3,2.234195058,1,8680,0,fruitvegetables
C0595,f,0.18,0,0,0.57,0,0,0,0,0.25,0,0,0.27,23860,4,0.46,0,0.54,0,0,0,0.71,0.29,0,0,4,1.984487387,3,7953.333333,0.336327761,driedfish
C0596,m,0,0,0,0,0.58,0,0,0,0,0,0.42,0.18,6880,2,0.42,0.58,0,0,0,0,0,0.42,0,0.58,2,2.258114761,2,3440,0.221998641,beans
C0597,f,0,0,0.02,0.52,0.07,0,0,0,0.24,0,0.14,0.45,160652,19,0.19,0.4,0.41,0,0.06,0,0.06,0.2,0.23,0.46,19,1.786386044,11,14604.72727,0.719884373,lattuce
C0598,f,0,0.45,0,0,0,0,0,0,0.55,0,0,0.18,7180,2,0,1,0,1,0,0,0,0,0,0,2,2.240847961,1,7180,0,coffee
C0599,f,0.08,0,0.12,0,0.19,0,0.22,0.03,0,0.36,0,0.55,139330,16,0,0.8,0.2,0,0.8,0,0,0.2,0,0,16,1.319374053,5,27866,0.519246404,chilledlivestock
C0600,f,0.01,0.09,0.12,0,0,0,0.76,0,0,0,0.02,0.45,84734,6,0.09,0.12,0.79,0.79,0,0,0,0.12,0.09,0,6,2.494218919,4,21183.5,1.439232342,harddrinks
C0601,f,0.06,0,0.16,0.12,0.48,0,0.18,0,0,0,0,0.45,67841,14,0,0.75,0.25,0,0.12,0,0.78,0.04,0,0.06,14,1.604672813,8,8480.125,1.59602724,ramen
C0603,f,0.17,0,0.4,0,0.12,0,0.17,0.08,0,0,0.05,0.55,29040,7,0,0.73,0.27,0,0,0.73,0,0.18,0,0.08,7,1.367956121,3,9680,1.049810955,bottledfoods
C0604,f,0.82,0,0,0,0,0,0,0,0,0,0.18,0.18,5520,3,0,1,0,0.18,0,0,0,0.82,0,0,3,2.722160067,2,2760,0.901817344,beans
C0605,f,0.1,0.22,0.13,0,0.55,0,0,0,0,0,0,0.36,49470,10,0.14,0.58,0.28,0.11,0.24,0.48,0,0,0.17,0,10,1.870190672,6,8245,0.971435567,harddrinks
C0607,f,0,0.26,0.37,0,0,0,0,0,0,0.25,0.13,0.36,7800,5,0,1,0,0,0,0,0,0,0,1,5,1.512705667,1,7800,0,eidbleherbs
C0608,f,0.04,0.01,0.45,0.22,0.04,0,0.06,0,0.03,0.09,0.06,0.82,221069,29,0.19,0.75,0.07,0.01,0.1,0.05,0.1,0.51,0.15,0.08,29,1.477244395,15,14737.93333,1.186612669,bottledfoods
C0609,f,0.06,0,0.29,0.28,0.37,0,0,0,0,0,0,0.36,45995,5,0,0.37,0.63,0,0,0,0,0,1,0,5,1.603969963,4,11498.75,0.5642857,apple/sweetmelon
C0610,f,0.06,0.2,0.04,0.18,0.04,0,0.03,0.05,0.15,0.05,0.19,0.91,224859,45,0.41,0.5,0.1,0.13,0,0.62,0.13,0.02,0,0.09,45,0.795773308,17,13227,0.718516249,rootvegetables
C0611,m,1,0,0,0,0,0,0,0,0,0,0,0.09,1000,1,1,0,0,0,0,0,0,1,0,0,1,3.31662479,1,1000,0,icecream
C0612,f,0.03,0,0.1,0.01,0.11,0,0.16,0,0.08,0.49,0.01,0.82,142390,30,0.55,0.45,0,0,0.32,0,0.06,0.39,0.23,0,30,1.57173607,13,10953.07692,1.04829388,bakery
C0613,f,0,0.12,0.14,0.34,0,0,0.15,0.03,0.22,0,0,0.55,73944,14,0,0.34,0.66,0.26,0.4,0,0,0.18,0.16,0,14,1.264261255,6,12324,0.677069203,otherbeverages
C0615,f,0,0.03,0.07,0.19,0.26,0,0,0,0,0.33,0.11,0.55,30278,8,0.06,0.46,0.49,0,0.33,0.13,0,0.18,0.36,0,8,1.316910008,7,4325.428571,0.686988385,beans
C0617,f,0.07,0,0.04,0,0,0,0.1,0,0.06,0.73,0,0.45,70130,9,0.8,0.2,0,0.76,0.03,0.02,0,0.13,0.07,0,9,2.378471586,6,11688.33333,1.347129367,chilledseafood
C0618,f,0.73,0,0,0.08,0,0,0.19,0,0,0,0,0.27,51980,4,0,0.63,0.37,1,0,0,0,0,0,0,4,2.425362092,2,25990,0.381440441,banana/importedfruits
C0619,m,0,1,0,0,0,0,0,0,0,0,0,0.09,7820,1,0,1,0,0,0,1,0,0,0,0,1,3.31662479,1,7820,0,softdrinks
C0620,f,0.09,0,0.13,0,0.37,0,0.41,0,0,0,0,0.36,28492,6,0,0.59,0.41,0,0,0,0.18,0.41,0,0.41,6,1.70081089,3,9497.333333,0.411026954,bottledfoods
C0621,f,0.08,0,0,0,0,0,0.08,0.35,0.06,0.38,0.06,0.55,50140,9,0,1,0,0,0,0,0.1,0.06,0,0.85,9,1.524144398,6,8356.666667,1.197952701,minorcereals
