custid,gender,ct_dairy,ct_drink,ct_fastfood,ct_fruite,ct_house_prod,ct_makeup,ct_meat,ct_sauce,ct_seafood,ct_snack,ct_vegetable,coverage,g_paid,buyed_prod_num,hf_6-11,hf_12-17,hf_18-23,wdf_Sun,wdf_Mon,wdf_Tue,wdf_Wed,wdf_Thu,wdf_Fri,wdf_Sat,purchased,ct_cov,vdays,day_mean_amt,daycov,top_prod
C1331,f,0,0.02,0,0.1,0.11,0,0.38,0,0,0.38,0.01,0.55,47620,10,0,1,0,0,0,0,0.11,0,0,0.89,10,1.631129827,5,9524,0.484646126,snacks
C1332,f,0,0,0,0.48,0,0,0,0,0.17,0.27,0.09,0.36,48080,5,0,1,0,0,0,0.21,0.79,0,0,0,5,1.716516774,2,24040,0.82593837,mandarinorange/watermelonandotherfruits
C1333,f,0.05,0.04,0.01,0.03,0.15,0,0,0.03,0.23,0.45,0.01,0.82,120770,19,0.03,0.38,0.59,0,0.39,0,0.52,0.04,0,0.04,19,1.524512159,10,12077,1.439170737,otherlivefish
C1334,f,0,0,0,0,1,0,0,0,0,0,0,0.09,14290,2,0.64,0.36,0,0,0,0,0.64,0.36,0,0,2,3.31662479,2,7145,0.404767913,kitchen/housedetergents
C1335,f,0,0,0.47,0.04,0,0,0,0,0.38,0.1,0,0.36,23110,6,0,1,0,0.65,0,0.35,0,0,0,0,6,1.869894919,2,11555,0.419184894,bottledfoods
C1336,f,0,0.1,0.51,0.22,0,0,0,0,0,0.06,0.11,0.45,27440,9,0.15,0.78,0.07,0.15,0,0,0,0.85,0,0,9,1.719450676,5,5488,1.644823072,otherbeverages
C1338,f,0.19,0,0.22,0,0,0,0,0.2,0.25,0.06,0.07,0.55,13630,7,0,1,0,0,0.36,0,0,0.2,0.44,0,7,1.147565919,3,4543.333333,0.361908926,bottledfoods
C1339,f,0,0.66,0,0,0.16,0,0,0,0,0.19,0,0.27,31890,3,0.34,0.66,0,0.34,0.66,0,0,0,0,0,3,2.203969429,2,15945,0.448344281,minorcereals
C1341,f,0,0,0.55,0,0.45,0,0,0,0,0,0,0.18,6590,2,0,1,0,0,0,0,1,0,0,0,2,2.236478822,1,6590,0,hairproducts
C1342,m,0,0,0,1,0,0,0,0,0,0,0,0.09,1990,1,0,1,0,0,0,0,1,0,0,0,1,3.31662479,1,1990,0,fruitvegetables
C1343,f,0.02,0,0.43,0.15,0,0,0.13,0,0.11,0.02,0.14,0.64,111871,15,0.58,0.4,0.02,0.13,0.07,0,0,0.15,0.02,0.62,15,1.431279164,10,11187.1,0.828342293,lattuce
C1344,f,0.07,0.09,0,0.1,0.09,0,0.15,0.05,0,0.11,0.34,0.73,43630,16,0.59,0.25,0.16,0.13,0,0.32,0.15,0.24,0.07,0.08,16,1.071802648,12,3635.833333,0.809712961,othervegetables
C1345,f,0.2,0,0,0.53,0,0,0,0,0,0.18,0.1,0.36,20350,5,1,0,0,0,1,0,0,0,0,0,5,1.803506041,2,10175,0.111886184,cereals
C1346,f,0.07,0,0.12,0,0,0,0,0,0.46,0.12,0.23,0.45,45390,11,0,0.81,0.19,0,0.23,0,0,0.19,0,0.58,11,1.588247051,4,11347.5,0.306461317,eidbleherbs
C1347,f,0,0,0.1,0.27,0,0,0.22,0,0,0.17,0.24,0.45,40844,6,0.31,0.42,0.27,0.43,0,0.06,0.24,0.27,0,0,6,1.244957414,5,8168.8,0.44514426,instantfoods
C1348,f,0,0.27,0,0,0,0,0,0,0,0,0.73,0.18,9570,3,0,0.31,0.69,0,0.42,0,0.27,0,0.31,0,3,2.492292253,3,3190,0.223011616,beans
C1349,f,0,0,0.22,0.11,0.67,0,0,0,0,0,0,0.27,18800,3,0,0,1,0,0,0,0,0,1,0,3,2.252994587,1,18800,0,cookingoil
C1350,f,0.21,0.41,0,0,0,0,0,0,0,0.03,0.35,0.36,23570,6,0,1,0,0,0.41,0,0,0,0,0.59,6,1.712963866,5,4714,0.638172125,beans
C1351,f,0.11,0.07,0.09,0.05,0.14,0.01,0.24,0.02,0.21,0,0.06,0.91,138718,38,0.02,0.63,0.35,0.09,0.02,0.33,0.05,0.28,0.07,0.15,38,0.87381452,20,6935.9,0.784301575,chilledseafood
C1352,f,0.27,0.04,0.27,0,0,0,0.42,0,0,0,0,0.36,23600,5,0,0.13,0.87,0,0,0,0.09,0,0.04,0.87,5,1.685682235,3,7866.666667,1.396489769,fastfoods
C1353,m,0,0,1,0,0,0,0,0,0,0,0,0.09,3050,1,0,1,0,0,1,0,0,0,0,0,1,3.31662479,1,3050,0,ramen
C1354,m,1,0,0,0,0,0,0,0,0,0,0,0.09,2700,1,1,0,0,0,0,0,0,1,0,0,1,3.31662479,1,2700,0,milk
C1356,f,0.36,0.05,0.24,0,0.12,0,0.08,0.02,0.03,0,0.1,0.73,86392,18,0.19,0.61,0.21,0.17,0.18,0.2,0.11,0,0.09,0.26,18,1.250069,9,9599.111111,0.54858817,fermentedmilk
C1357,f,0,0.34,0.27,0,0,0,0,0,0,0.14,0.25,0.36,18430,7,0,1,0,0.73,0,0.27,0,0,0,0,7,1.478556362,4,4607.5,0.878576158,softdrinks
C1358,f,0,0,0,0.53,0,0,0,0,0,0,0.47,0.18,14960,4,0,1,0,0,0,0,0,0,0,1,4,2.23092646,2,7480,0.472664961,banana/importedfruits
C1359,m,1,0,0,0,0,0,0,0,0,0,0,0.09,9030,2,0.92,0,0.08,0,0,0,0.08,0.92,0,0,2,3.31662479,2,4515,1.179294366,chilleddairymilks
C1360,f,0.17,0.26,0.31,0,0.04,0,0.07,0.07,0,0.03,0.05,0.73,138600,23,0.13,0.49,0.38,0,0.04,0.07,0.26,0.24,0,0.39,23,1.175688527,12,11550,0.773964166,cheese/butter
C1362,f,0,0.53,0.47,0,0,0,0,0,0,0,0,0.18,8600,3,0,0,1,0,0,1,0,0,0,0,3,2.231467757,2,4300,0.723551125,harddrinks
C1363,f,0,0,0.47,0,0,0,0,0,0,0.53,0,0.18,20400,2,0.47,0,0.53,0,0,0,0,0.47,0,0.53,2,2.231253874,2,10200,0.097053872,instantfoods
C1366,f,0.29,0,0,0.32,0.05,0,0.04,0,0,0.23,0.07,0.55,119570,28,0.11,0.74,0.14,0.11,0.09,0.18,0,0.33,0.12,0.16,28,1.379382038,18,6642.777778,0.439354862,chinesecabbages
C1367,m,0,0,0,0,0,0,0.75,0.25,0,0,0,0.18,11858,2,0,1,0,0,0,0,0,1,0,0,2,2.537043851,1,11858,0,ketchupandmayoneise
C1368,f,0.29,0.08,0,0,0,0,0.08,0,0.27,0.19,0.08,0.55,72310,19,0,1,0,0.4,0,0.28,0.07,0,0,0.25,19,1.239887326,10,7231,0.658210506,bakery
C1369,f,0.02,0.39,0.34,0,0.04,0,0,0,0,0.21,0,0.45,93730,18,0.23,0.5,0.28,0,0.04,0.17,0.05,0.16,0.43,0.16,18,1.649385647,11,8520.909091,0.86872094,snacks
C1370,f,0.14,0.05,0.08,0.46,0,0.01,0.08,0,0.08,0.02,0.07,0.82,93758,18,0.19,0.56,0.25,0.22,0.04,0.05,0.1,0.15,0.44,0,18,1.433809286,10,9375.8,0.984497684,fruitvegetables
C1371,f,0,0,0,0,0.13,0,0,0,0,0.87,0,0.18,80800,2,0,0.13,0.87,0,0.13,0,0,0.87,0,0,2,2.859334598,2,40400,1.032655943,laundrydetergent
C1373,m,0,1,0,0,0,0,0,0,0,0,0,0.09,14900,1,1,0,0,1,0,0,0,0,0,0,1,3.31662479,1,14900,0,coffee
C1375,f,0.19,0.11,0,0,0.23,0,0,0,0,0.22,0.25,0.45,14620,7,0,0.67,0.33,0,0.1,0,0.33,0.11,0,0.46,7,1.209546535,6,2436.666667,0.409366696,beans
C1376,f,0.02,0.06,0.08,0.17,0.05,0,0.16,0.09,0.08,0.22,0.08,0.91,195241,46,0,0.04,0.96,0.15,0.23,0.06,0.41,0.05,0.04,0.06,46,0.734328751,23,8488.73913,0.950969944,cooky/cakes
C1377,m,0,0,0.33,0,0,0,0.67,0,0,0,0,0.18,10430,2,1,0,0,0,1,0,0,0,0,0,2,2.375500933,1,10430,0,frozendumpling
C1378,f,0,0,0.26,0,0,0.3,0,0,0.45,0,0,0.27,23480,3,0.45,0.55,0,0.3,0,0,0,0.26,0.45,0,3,1.782709103,3,7826.666667,0.301680262,bottledfoods
C1379,f,0.39,0.28,0,0,0,0,0,0,0,0.33,0,0.27,8160,3,0,0.61,0.39,0,0,0,0,0.72,0.28,0,3,1.735495844,3,2720,0.170985529,fermentedmilk
C1380,f,0,0,0.32,0,0,0,0,0,0,0.68,0,0.18,11690,2,0,0.68,0.32,0,0.32,0,0.68,0,0,0,2,2.400995852,2,5845,0.518988553,otherreadymadefoods
C1381,f,0.04,0.1,0.07,0.16,0.27,0,0.22,0.01,0.1,0,0.03,0.82,234332,33,0.2,0.69,0.11,0.38,0.04,0.02,0.18,0.05,0.27,0.06,33,1.006499924,26,9012.769231,1.382697089,otherlivefish
C1383,f,0.05,0.09,0,0.84,0,0.02,0,0,0,0,0,0.36,98450,13,0.23,0.63,0.13,0.13,0.2,0.13,0.35,0.12,0.05,0.02,13,2.748732295,9,10938.88889,0.947200336,mandarinorange/watermelonandotherfruits
C1384,f,0.44,0.08,0.37,0,0,0,0,0.11,0,0,0,0.36,18980,6,0.11,0.65,0.24,0,0.24,0.26,0.21,0,0.17,0.11,6,1.751129417,5,3796,0.294562487,eggs
C1385,f,0.08,0.09,0.33,0.15,0.15,0,0.15,0,0.05,0,0,0.64,38644,12,0.2,0.65,0.15,0.51,0,0.13,0.17,0,0.05,0.15,12,1.120391366,11,3513.090909,0.932480234,fruitvegetables
C1386,f,0,0,0,0,0,0,0,0,0.49,0.51,0,0.18,9861,2,0,1,0,0,0,0,0.49,0,0,0.51,2,2.225057542,2,4930.5,0.017066364,otherseafoods
C1387,m,0,0,0.61,0,0,0,0,0,0,0.39,0,0.18,11680,2,0,0,1,0,0,0,0.61,0.39,0,0,2,2.295326096,2,5840,0.324494208,chillednoodles
C1388,m,0,1,0,0,0,0,0,0,0,0,0,0.09,18080,3,0,0.67,0.33,0,0,0,0.33,0.67,0,0,3,3.31662479,3,6026.666667,0.673683465,harddrinks
C1389,f,0.04,0.49,0.13,0,0.18,0,0,0,0,0.16,0,0.45,104576,17,0.44,0.56,0,0.12,0.3,0.13,0.08,0,0,0.38,17,1.654731525,9,11619.55556,0.883375245,softdrinks
C1390,f,0.03,0.36,0.36,0,0,0,0,0,0,0.26,0,0.36,144660,36,0,0.54,0.46,0.03,0.19,0.02,0.29,0.17,0.04,0.26,36,1.672285715,24,6027.5,0.817886674,ready-mademeals
C1391,f,0.8,0.03,0,0,0,0,0.07,0,0,0,0.09,0.36,20100,6,0.83,0.17,0,0.17,0,0.83,0,0,0,0,6,2.619103686,2,10050,0.923108554,eidbleherbs
C1392,f,0,0,0,0.11,0,0,0.89,0,0,0,0,0.18,22509,3,0,1,0,0,0,0,0,0,0,1,3,2.935827076,1,22509,0,fruitvegetables
C1393,f,0,0,0,0,0,0,0,0.58,0,0,0.42,0.18,18284,4,0,0.19,0.81,0,0.19,0.58,0.23,0,0,0,4,2.259177297,3,6094.666667,0.64264272,eidbleherbs
C1394,f,0.09,0,0,0,0,0,0.28,0.34,0.3,0,0,0.36,30292,5,0,0,1,0,0.09,0.47,0,0.1,0,0.34,5,1.545083021,5,6058.4,0.553612666,koreanbeef
C1395,f,0.06,0,0,0.57,0,0,0.36,0,0,0,0.01,0.36,41870,7,0.21,0.69,0.1,0,0,0.38,0,0.56,0,0.06,7,2.110403641,6,6978.333333,0.701785156,banana/importedfruits
C1396,m,1,0,0,0,0,0,0,0,0,0,0,0.09,990,1,0,0,1,0,0,1,0,0,0,0,1,3.31662479,1,990,0,fermentedmilk
C1398,f,0.05,0.04,0.03,0,0.04,0,0.3,0,0.08,0.47,0,0.64,100820,13,0.06,0.87,0.07,0,0,0.07,0,0.06,0.79,0.08,13,1.667649518,6,16803.33333,1.232229739,softdrinks
C1400,m,0,0,0,1,0,0,0,0,0,0,0,0.09,11890,1,0,0,1,1,0,0,0,0,0,0,1,3.31662479,1,11890,0,banana/importedfruits
C1401,f,0.12,0.02,0.03,0.14,0.34,0.01,0.05,0.06,0.12,0.01,0.1,1,120237,35,1,0,0,0.16,0.03,0.24,0.36,0,0,0.22,35,1.040959496,13,9249,0.757842064,fermentedmilk
C1402,f,0,0,0.29,0,0.23,0,0,0,0.17,0,0.3,0.36,34110,7,0,0.62,0.38,0.2,0,0.07,0,0.23,0.5,0,7,1.433045136,6,5685,0.514560131,eidbleherbs
C1403,f,0.22,0,0,0.44,0,0,0.16,0,0,0.17,0,0.36,31510,7,0,1,0,0,0,0.41,0,0,0.59,0,7,1.599338669,2,15755,0.258068168,bakery
C1404,f,0,0.33,0.03,0.12,0,0,0,0,0.46,0,0.06,0.45,73050,7,0.8,0.05,0.15,0,0.05,0,0.95,0,0,0,7,1.733538841,3,24350,1.208236794,apple/sweetmelon
C1405,f,0.19,0,0.31,0.18,0,0,0.21,0,0.05,0,0.06,0.55,193223,30,0,0.34,0.66,0.09,0.06,0.11,0.07,0.1,0.24,0.32,30,1.227790551,15,12881.53333,0.651480525,milk
C1406,f,0.07,0.2,0.12,0.16,0.28,0,0,0.06,0.11,0,0,0.64,56150,9,0.07,0.93,0,0.22,0.07,0.33,0,0,0,0.39,9,1.042790898,6,9358.333333,0.736968264,fruitvegetables
C1408,f,0.08,0.07,0.11,0.06,0.25,0,0.05,0.06,0.12,0.18,0.01,0.91,274470,41,0.06,0.87,0.07,0.08,0.56,0.07,0.08,0.18,0,0.03,41,0.783301994,26,10556.53846,1.374465212,fermentedmilk
C1409,f,0.11,0,0,0,0,0,0.46,0,0.21,0.22,0,0.36,50741,5,0,0,1,0,0,0,0,0.86,0.14,0,5,1.652813203,2,25370.5,1.02959073,candy-gum
C1410,f,0,0.67,0,0,0,0,0,0,0.27,0,0.06,0.27,32900,4,0,0.94,0.06,0.94,0,0,0.06,0,0,0,4,2.285483954,3,10966.66667,0.922871286,driedfish
C1411,f,0.2,0.03,0.09,0.16,0,0,0.26,0,0.06,0.02,0.18,0.73,85880,24,0,0.12,0.88,0.34,0.29,0.2,0.05,0,0,0.12,24,1.034884128,19,4520,0.686915927,beans
C1412,f,0.4,0,0,0,0.26,0,0,0,0,0.23,0.11,0.36,15560,7,0,0.77,0.23,0.18,0,0.23,0,0.59,0,0,7,1.556928305,3,5186.666667,0.658650693,fermentedmilk
C1413,f,0,0,0.86,0,0,0,0,0,0,0,0.14,0.18,11570,3,0,0.4,0.6,0.4,0,0,0,0,0.6,0,3,2.851553657,2,5785,0.294576896,instantfoods
C1414,f,0.16,0.11,0.08,0.25,0.02,0,0,0,0.02,0.2,0.15,0.73,120123,43,0.09,0.67,0.24,0.18,0.04,0.17,0.22,0.26,0.01,0.11,43,0.99003035,24,5005.125,0.85606635,softdrinks
C1415,f,0.05,0.09,0.18,0.11,0.41,0,0.01,0.04,0,0,0.1,0.73,97250,35,0,0.15,0.85,0.05,0.05,0.34,0.29,0.05,0.11,0.12,35,1.329929029,17,5720.588235,0.851956795,wastepapers
C1418,f,0.25,0.15,0.2,0.12,0.03,0,0,0,0,0,0.25,0.55,115150,15,0,0.21,0.79,0.33,0.08,0.24,0.22,0.13,0,0,15,1.173622835,8,14393.75,0.501877598,beans
C1419,m,0,0,0,0,0,0,1,0,0,0,0,0.09,7580,1,0,1,0,0,0,0,1,0,0,0,1,3.31662479,1,7580,0,frozendumpling
C1420,f,0,0,0.18,0.76,0,0,0,0,0,0.06,0,0.27,45850,6,0,0.94,0.06,0,0.22,0,0,0.17,0.61,0,6,2.50924864,3,15283.33333,0.721625067,apple/sweetmelon
C1421,f,0.06,0,0,0.46,0,0,0.37,0,0,0,0.11,0.36,31652,7,0.37,0.06,0.57,0,0,0.37,0,0.57,0.06,0,7,1.823565692,4,7913,0.553017589,apple/sweetmelon
C1422,f,0.17,0.23,0.18,0.29,0,0,0,0,0,0.13,0,0.45,88260,30,0,0.1,0.9,0,0.06,0.03,0.09,0.49,0.25,0.08,30,1.23097169,21,4202.857143,0.829767932,fermentedmilk
C1424,f,0.04,0.27,0.3,0.3,0,0,0,0,0,0.08,0.01,0.55,87260,18,0.03,0.76,0.21,0.08,0.03,0.28,0.18,0.41,0.02,0,18,1.432334666,14,6232.857143,0.693054632,bottledfoods
C1425,f,0,0,0,0,0,0,0,0,0,0.63,0.37,0.18,15990,2,0.37,0.63,0,0.37,0,0,0.63,0,0,0,2,2.308786144,2,7995,0.354658936,minorcereals
C1426,f,0.13,0,0.38,0.33,0,0,0.15,0,0,0,0,0.36,29990,5,0,0.18,0.82,0.82,0,0.15,0.03,0,0,0,5,1.584665947,4,7497.5,1.174356118,eggs
C1427,m,0,0.22,0.07,0.54,0,0,0,0,0,0.18,0,0.36,26110,9,0,0,1,0,0,0.28,0,0.49,0.22,0,9,1.838088521,4,6527.5,0.112801841,snacks
C1429,m,0,0,0,0,0,0,0,0,0,0,1,0.09,1800,1,0,1,0,0,0,0,0,1,0,0,1,3.31662479,1,1800,0,beans
C1431,f,0,0,0.19,0.38,0,0,0,0.14,0,0.21,0.08,0.45,25980,6,0,1,0,0.11,0.51,0,0,0,0.38,0,6,1.393928381,3,8660,0.606348829,bakery
C1432,f,0.04,0.01,0,0.25,0.09,0,0.25,0,0.2,0.05,0.1,0.73,135537,25,0,1,0,0.15,0.26,0.46,0,0,0.13,0,25,1.099899544,7,19362.42857,0.408105773,eidbleherbs
C1433,f,0,0,0,0.02,0.21,0,0.61,0,0,0.09,0.08,0.45,116956,17,0.22,0.77,0.01,0,0.21,0.22,0.09,0.13,0.1,0.25,17,2.021716105,15,7797.066667,0.772739927,koreanpork
C1434,f,0.13,0.12,0.19,0.03,0.31,0,0,0.16,0,0,0.07,0.64,100330,18,0.1,0.66,0.24,0.33,0.46,0.02,0.08,0.02,0,0.1,18,1.106290282,12,8360.833333,0.922389965,softdrinks
C1435,m,1,0,0,0,0,0,0,0,0,0,0,0.09,2990,1,0,1,0,0,0,0,0,0,0,1,1,3.31662479,1,2990,0,milk
C1436,m,0,0,0,0,0,0,0.83,0,0,0.17,0,0.18,12000,2,0.17,0,0.83,0,0,0,0,0.17,0,0.83,2,2.763853992,2,6000,0.942809042,bakery
C1440,m,0,1,0,0,0,0,0,0,0,0,0,0.09,6190,1,0,1,0,0,1,0,0,0,0,0,1,3.31662479,1,6190,0,coffee
C1441,m,0,0,1,0,0,0,0,0,0,0,0,0.09,5000,1,0,1,0,0,0,0,1,0,0,0,1,3.31662479,1,5000,0,otherreadymadefoods
C1443,m,0.98,0.02,0,0,0,0,0,0,0,0,0,0.18,3770,2,0,0,1,0,0,0,0,0,1,0,2,3.239964397,1,3770,0,milk
C1444,m,0,0,0,0,0,0,0,0,0,0,1,0.09,6560,2,0,1,0,0,1,0,0,0,0,0,2,3.31662479,2,3280,0.125037175,eidbleherbs
C1445,f,0.08,0.2,0.09,0.08,0.05,0,0.3,0.05,0.03,0,0.11,0.82,356321,68,0.13,0.28,0.6,0.04,0.06,0.18,0.18,0.12,0.19,0.23,68,0.979599002,28,12725.75,0.908086913,softdrinks
C1446,f,0.33,0,0,0.31,0,0,0,0,0,0,0.36,0.27,24110,3,1,0,0,0,1,0,0,0,0,0,3,1.718662478,1,24110,0,chinesecabbages
C1448,f,0.51,0,0,0,0,0,0,0,0,0.49,0,0.18,8450,3,0.49,0.51,0,0,0,0,0.49,0.51,0,0,3,2.226049344,2,4225,0.041840638,candy-gum
C1449,f,0.26,0,0,0,0.21,0,0.19,0,0.12,0.07,0.15,0.55,69816,15,0,0.81,0.19,0.42,0.14,0.21,0,0,0,0.23,15,1.099761555,10,6981.6,0.8010967,fermentedmilk
C1450,f,0,0,0,0.03,0.97,0,0,0,0,0,0,0.18,26390,4,0,0.89,0.11,0.03,0,0,0.89,0.08,0,0,4,3.195525284,3,8796.666667,1.448906732,banana/importedfruits
C1451,m,0,1,0,0,0,0,0,0,0,0,0,0.09,22100,1,0,1,0,0,0,0,1,0,0,0,1,3.31662479,1,22100,0,coffee
C1452,m,0,0,0,0,0,0,1,0,0,0,0,0.09,16180,1,0,0,1,0,0,0,0,0,0,1,1,3.31662479,1,16180,0,koreanbeef
C1453,f,0,0.19,0.11,0.7,0,0,0,0,0,0,0,0.27,20180,5,0,0.39,0.61,0.61,0,0,0,0,0.39,0,5,2.333940606,3,6726.666667,0.140250116,apple/sweetmelon
C1456,m,0,0,0,0,0,0,0,1,0,0,0,0.09,2800,1,0,0,1,0,0,0,1,0,0,0,1,3.31662479,1,2800,0,ketchupandmayoneise
C1457,f,0.22,0.34,0.43,0,0,0,0,0,0,0,0,0.27,12560,4,0,1,0,0.22,0,0.19,0,0,0.59,0,4,1.788314113,3,4186.666667,0.664992919,fermentedmilk
C1458,f,0.13,0,0.12,0,0,0,0.03,0.4,0.14,0.03,0.15,0.64,94570,14,0.82,0,0.18,0.08,0.46,0.08,0,0.35,0,0.04,14,1.330962285,8,11821.25,1.056413929,milk
C1459,f,0.1,0.42,0,0.44,0,0,0,0,0,0,0.05,0.36,29180,6,0,1,0,0.49,0,0.41,0.1,0,0,0,6,1.859019057,3,9726.666667,0.623427466,softdrinks
C1460,m,0,0,0,0.76,0,0,0,0,0,0,0.24,0.18,5280,2,1,0,0,0,0,0,1,0,0,0,2,2.555783882,1,5280,0,mushrooms
C1461,f,0,0,0,0.44,0.56,0,0,0,0,0,0,0.18,20180,3,0.56,0.44,0,0.44,0.16,0.4,0,0,0,0,3,2.24369171,3,6726.666667,0.446435189,dentalproducts
C1462,m,0,0,0,0,0,0,0,0,1,0,0,0.09,11303,1,1,0,0,0,0,1,0,0,0,0,1,3.31662479,1,11303,0,otherseafoods
C1463,f,0,0,0.18,0.3,0,0,0.31,0,0,0,0.21,0.36,25640,7,0.75,0.25,0,0.14,0.43,0.12,0,0,0,0.32,7,1.443621332,6,4273.333333,0.810312841,fruitvegetables
C1464,f,0,0.05,0.22,0.24,0.04,0.04,0,0,0.07,0.09,0.25,0.73,101840,19,0.03,0.69,0.28,0.13,0.19,0.16,0.19,0.03,0.1,0.2,19,1.09554128,11,9258.181818,0.579313975,beans
C1467,f,0.08,0.18,0.08,0.29,0.05,0,0.22,0.04,0.01,0.03,0.02,0.91,269482,53,0,0.45,0.55,0.09,0.22,0.29,0.15,0.21,0.01,0.04,53,1.057719917,22,12249.18182,0.995841143,fermentedmilk
C1468,f,0,0.04,0.03,0.05,0.06,0,0,0,0.13,0.6,0.09,0.64,76150,10,0,0.86,0.14,0,0,0.72,0.22,0,0,0.06,10,1.912445689,6,12691.66667,1.285074909,cooky/cakes
C1469,m,0.56,0,0,0,0,0,0,0,0,0.44,0,0.18,1980,2,0,0,1,1,0,0,0,0,0,0,2,2.241582334,1,1980,0,chilleddairymilks
C1470,m,0,0,0,0,0,0,0,0,0,1,0,0.09,8320,1,0,1,0,0,1,0,0,0,0,0,1,3.31662479,1,8320,0,bakery
C1471,f,0.09,0.03,0.09,0.14,0.06,0,0,0.02,0.23,0.17,0.14,0.91,325501,78,0.05,0.85,0.1,0.17,0.19,0.28,0.15,0.06,0.1,0.05,78,0.842840791,36,9041.694444,1.151755026,banana/importedfruits
C1472,f,0.09,0.32,0,0.24,0,0,0.14,0,0.14,0.05,0.02,0.64,148124,21,0.1,0.18,0.72,0.01,0.12,0.02,0.14,0.4,0.21,0.11,21,1.20285683,17,8713.176471,0.774971483,harddrinks
C1473,f,0.05,0,0.1,0.03,0,0,0.03,0,0,0.65,0.14,0.55,98060,26,0,0.69,0.31,0.05,0.17,0.13,0.35,0.05,0.06,0.19,26,2.114952611,19,5161.052632,0.686690327,snacks
C1475,f,0.03,0.17,0.11,0.6,0,0,0,0.02,0,0.07,0,0.55,92320,17,0,0.57,0.43,0,0.11,0.32,0.01,0.39,0.04,0.14,17,1.967200239,14,6594.285714,0.914196527,dryfruits
C1476,f,0,0,0.74,0,0,0,0,0,0.26,0,0,0.18,13590,2,0.26,0.74,0,0.74,0,0,0,0,0.26,0,2,2.50917539,2,6795,0.6670426,chilledseafood
C1477,f,0.29,0.33,0.26,0,0,0,0,0.08,0,0.05,0,0.45,37660,12,0.16,0.84,0,0.1,0.1,0.46,0.1,0.11,0,0.13,12,1.4532883,11,3423.636364,0.867830303,fermentedmilk
C1478,f,0.52,0.03,0.16,0,0,0.07,0,0,0,0.21,0,0.45,17000,9,0,0.48,0.52,0.14,0,0.23,0.15,0.48,0,0,9,1.761049644,6,2833.333333,0.612702901,chilleddairymilks
C1479,m,0,0,0,0,0,0,0,0,1,0,0,0.09,2980,1,0,0,1,0,0,1,0,0,0,0,1,3.31662479,1,2980,0,otherlivefish
C1480,f,0.21,0.11,0.07,0.15,0.15,0,0,0.06,0,0,0.25,0.64,108655,29,0.27,0.27,0.46,0.08,0,0.22,0.06,0.4,0.08,0.16,29,0.994388247,17,6391.470588,1.041780077,beans
C1481,f,0,0.05,0.19,0.38,0.24,0,0,0.01,0,0,0.13,0.55,156570,19,0.14,0.78,0.08,0,0,0,0.09,0.16,0.51,0.24,19,1.415380381,14,11183.57143,0.661278846,beans
C1482,f,0,0,0,0,0,0,0,0,0,1,0,0.09,5080,2,0.51,0.49,0,0.51,0,0,0,0,0.49,0,2,3.31662479,2,2540,0.02227108,cooky/cakes
C1486,m,0,0,0,0,0.47,0,0,0.21,0,0,0.32,0.27,21234,4,0,0,1,0,0,0.47,0,0.53,0,0,4,1.824007228,2,10617,0.095506369,eidbleherbs
C1487,f,0.05,0.02,0.28,0.07,0.16,0,0.18,0,0.07,0,0.17,0.73,108240,18,0,0.19,0.81,0.58,0.12,0,0,0,0,0.3,18,1.014601696,6,18040,0.711272124,lattuce
C1488,m,0,0.75,0,0,0,0,0,0,0,0.25,0,0.18,8780,4,0.32,0.68,0,0.21,0,0.21,0.57,0,0,0,4,2.540790662,4,2195,0.201882819,softdrinks
C1489,f,0,0.56,0.2,0.08,0,0,0,0,0.16,0,0,0.36,15340,6,0,1,0,0,0,0.57,0.23,0,0,0.2,6,1.887092204,4,3835,0.870947804,harddrinks
C1490,f,0,0,0.2,0,0.17,0,0.6,0,0,0,0.03,0.36,41911,9,0,1,0,0,0.36,0.03,0.47,0,0,0.14,9,2.013956107,5,8382.2,0.61431603,koreanpork
C1492,f,0.09,0.15,0.17,0.09,0.07,0,0.38,0,0,0,0.07,0.64,86778,18,0,0.85,0.15,0,0.15,0,0,0.81,0.04,0,18,1.230372404,8,10847.25,0.714812595,harddrinks
C1495,f,0.16,0,0.21,0.28,0,0,0,0.12,0,0,0.24,0.45,32080,7,0.05,0.31,0.64,0.28,0.41,0,0,0.31,0,0,7,1.235552865,4,8020,0.560407815,beans
C1496,f,0.15,0,0.05,0.12,0.13,0,0.19,0.05,0.13,0.11,0.07,0.82,292781,68,0.14,0.82,0.04,0.13,0.26,0.12,0.27,0.03,0.03,0.17,68,0.675033319,37,7913,1.095455577,fruitvegetables
C1497,f,0.33,0,0,0.08,0,0,0,0,0.59,0,0,0.27,11870,4,0,0.08,0.92,0.92,0,0,0,0,0.08,0,4,2.116534198,2,5935,1.178312732,fermentedmilk
C1498,f,0.59,0,0.41,0,0,0,0,0,0,0,0,0.18,7870,4,0.13,0.87,0,0,0,0,0.87,0.13,0,0,4,2.2730727,2,3935,1.058413962,fermentedmilk
C1500,f,0.17,0.01,0.11,0.31,0,0,0,0.1,0.03,0.01,0.27,0.73,125454,32,0.23,0.7,0.08,0.3,0.05,0.19,0.1,0.11,0.05,0.2,32,1.238864689,22,5702.454545,0.654284297,fruitvegetables
