ymd,time,custid,prod,amt
2012-04-27,14:00,C2134,cosmetics,31900
2012-04-27,15:00,C0217,chilledagriculturalproducts,2150
2012-04-27,15:00,C0217,beans,2200
2012-04-27,15:00,C0217,eidbleherbs,1980
2012-04-27,16:00,C1529,coffee,5790
2012-04-27,16:00,C1211,harddrinks,10300
2012-04-27,16:00,C1816,mushrooms,390
2012-04-27,16:00,C1816,lattuce,1890
2012-04-27,16:00,C1816,banana/importedfruits,2000
2012-04-27,16:00,C0235,fermentedmilk,2950
2012-04-27,16:00,C1175,otherlivefish,33600
2012-04-27,16:00,C0125,fruitvegetables,2490
2012-04-27,17:00,C0348,chilledlivestock,15940
2012-04-27,17:00,C0348,ramen,3790
2012-04-27,17:00,C0348,cooky/cakes,4580
2012-04-27,17:00,C0348,laundrydetergent,1680
2012-04-27,17:00,C0421,cheese/butter,6680
2012-04-27,17:00,C0421,otherreadymadefoods,3000
2012-04-27,17:00,C0421,beans,2580
2012-04-27,17:00,C0421,instantfoods,4400
2012-04-27,17:00,C0421,soysaucesandpastes,5990
2012-04-27,17:00,C1224,artificialpowders,600
2012-04-27,17:00,C0335,milk,2700
2012-04-27,17:00,C1115,icecream,1000
2012-04-27,17:00,C1115,ramen,4500
2012-04-27,17:00,C1115,cooky/cakes,990
2012-04-27,17:00,C1115,cosmetics,9000
2012-04-27,18:00,C0889,cooky/cakes,1440
2012-04-27,18:00,C2165,laundrydetergent,9750
2012-04-27,18:00,C1842,softdrinks,1500
2012-04-27,18:00,C1842,snacks,5460
2012-04-27,18:00,C1842,cooky/cakes,2990
2012-04-27,18:00,C1842,chilledlivestock,4980
2012-04-27,18:00,C1842,mushrooms,1000
2012-04-27,18:00,C1842,banana/importedfruits,30000
2012-04-27,18:00,C1842,cooky/cakes,1440
2012-04-27,18:00,C1842,instantfoods,2200
2012-04-27,18:00,C0351,beans,2100
2012-04-27,18:00,C0351,ketchupandmayoneise,2990
2012-04-27,18:00,C2489,snacks,990
2012-04-27,18:00,C2489,harddrinks,5000
2012-04-27,19:00,C0592,milk,3890
2012-04-27,19:00,C0592,snacks,1440
2012-04-27,19:00,C1239,fermentedmilk,11960
2012-04-27,19:00,C1962,babyproducts,16900
2012-04-27,19:00,C1962,koreanpork,3500
2012-04-27,19:00,C0347,soysaucesandpastes,2990
2012-04-27,20:00,C2211,snacks,990
2012-04-27,20:00,C1276,instantfoods,3000
2012-04-27,20:00,C1224,minorcereals,6990
2012-04-27,21:00,C1381,fruitvegetables,400
2012-04-27,21:00,C1409,minorcereals,6900
2012-04-27,21:00,C2023,chocolete,2500
2012-04-27,22:00,C2055,pear/kiwi/grape,6990
2012-04-27,22:00,C0243,fruitvegetables,800
2012-04-27,22:00,C1613,harddrinks,3990
2012-04-28,10:00,C1768,softdrinks,1000
2012-04-28,10:00,C0141,chilledagriculturalproducts,2500
2012-04-28,10:00,C0141,chilledseafood,2990
2012-04-28,10:00,C0141,koreanbeef,7490
2012-04-28,10:00,C2444,othervegetables,1850
2012-04-28,10:00,C2444,softdrinks,9700
2012-04-28,10:00,C2293,fastfoods,6300
2012-04-28,10:00,C2293,chilledlivestock,7180
2012-04-28,10:00,C2293,kitchen/housedetergents,5690
2012-04-28,10:00,C2293,seasonings,1990
2012-04-28,10:00,C0655,dentalproducts,12000
2012-04-28,10:00,C1801,milk,6640
2012-04-28,11:00,C0762,chilledseafood,3150
2012-04-28,11:00,C2048,softdrinks,780
2012-04-28,11:00,C2488,processedlivefish,2000
2012-04-28,11:00,C2488,rootvegetables,4990
2012-04-28,11:00,C1132,harddrinks,2800
2012-04-28,12:00,C0302,fermentedmilk,2100
2012-04-28,12:00,C0302,seasonings,1450
2012-04-28,12:00,C1523,fermentedmilk,650
2012-04-28,12:00,C1523,eggs,4490
2012-04-28,12:00,C1523,banana/importedfruits,3990
2012-04-28,12:00,C0157,chillednoodles,1200
2012-04-28,12:00,C0157,snacks,2280
2012-04-28,12:00,C0857,icecream,9000
2012-04-28,12:00,C0857,rootvegetables,5380
2012-04-28,12:00,C0857,tea,3900
2012-04-28,12:00,C0857,soysaucesandpastes,13090
2012-04-28,12:00,C1136,eggs,4690
2012-04-28,12:00,C1136,tea,3990
2012-04-28,12:00,C1136,ketchupandmayoneise,5400
2012-04-28,12:00,C2242,fruitvegetables,990
2012-04-28,12:00,C2242,mushrooms,1190
2012-04-28,13:00,C2279,eidbleherbs,1990
2012-04-28,13:00,C2279,cookingoil,3650
2012-04-28,14:00,C1375,chilledagriculturalproducts,3380
2012-04-28,14:00,C1261,ready-mademeals,4500
2012-04-28,14:00,C0640,livefish,2970
2012-04-28,14:00,C0441,maincereals,45900
2012-04-28,14:00,C0441,milk,2740
2012-04-28,14:00,C0441,noodles,2280
2012-04-28,14:00,C0441,wastepapers,14500
2012-04-28,15:00,C1258,laundrydetergent,8900
2012-04-28,15:00,C1258,wastepapers,14900
2012-04-28,15:00,C2329,driedfish,12500
2012-04-28,15:00,C2329,eidbleherbs,2490
2012-04-28,15:00,C1135,fruitvegetables,3980
2012-04-28,15:00,C1135,softdrinks,2100
2012-04-28,15:00,C1636,powderedmilk,9000
2012-04-28,15:00,C1636,laundrydetergent,9900
2012-04-28,15:00,C1636,koreanchicken,7500
2012-04-28,15:00,C0158,cheese/butter,6800
2012-04-28,15:00,C0158,processedlivefish,10900
2012-04-28,15:00,C1100,cooky/cakes,2390
2012-04-28,15:00,C2482,ramen,2000
2012-04-28,16:00,C2203,ramen,600
2012-04-28,16:00,C2321,bread,470
2012-04-28,16:00,C2476,eidbleherbs,2700
2012-04-28,16:00,C1406,fruitvegetables,2990
2012-04-28,16:00,C1406,wastepapers,15900
2012-04-28,16:00,C1406,banana/importedfruits,2990
2012-04-28,16:00,C0472,snacks,1800
2012-04-28,16:00,C0472,fruitvegetables,850
2012-04-28,16:00,C0472,instantfoods,3500
2012-04-28,16:00,C1619,milk,4580
2012-04-28,16:00,C1619,eggs,6990
2012-04-28,16:00,C1619,eidbleherbs,500
2012-04-28,16:00,C1885,cooky/cakes,2380
2012-04-28,16:00,C1885,dentalproducts,3500
2012-04-28,16:00,C1885,apple/sweetmelon,10000
2012-04-28,16:00,C0642,otherlivefish,2990
2012-04-28,16:00,C0642,lattuce,1500
2012-04-28,16:00,C0642,banana/importedfruits,4490
2012-04-28,16:00,C0423,pear/kiwi/grape,7990
2012-04-28,16:00,C1817,harddrinks,1200
2012-04-28,16:00,C1817,soysaucesandpastes,3320
2012-04-28,16:00,C1550,ketchupandmayoneise,3990
2012-04-28,17:00,C1823,chilledlivestock,2990
2012-04-28,17:00,C0133,maincereals,54900
2012-04-28,17:00,C0133,otherlivefish,10672
2012-04-28,17:00,C0133,softdrinks,2490
2012-04-28,17:00,C1842,frozenmeat,5980
2012-04-28,17:00,C1842,cooky/cakes,1440
2012-04-28,17:00,C1496,rootvegetables,2990
2012-04-28,17:00,C0320,rootvegetables,2675
2012-04-28,17:00,C0919,beans,1290
2012-04-28,17:00,C0570,chocolete,1980
2012-04-28,17:00,C0570,candy-gum,1000
2012-04-28,17:00,C0570,fruitvegetables,2000
2012-04-28,17:00,C0570,kitchen/housedetergents,2900
2012-04-28,17:00,C1197,frozendumpling,8200
2012-04-28,17:00,C1615,eidbleherbs,1490
2012-04-28,17:00,C1926,noodles,2750
2012-04-28,17:00,C0121,lattuce,2190
2012-04-28,17:00,C0121,eidbleherbs,3870
2012-04-28,17:00,C0121,cosmetics,5000
2012-04-28,17:00,C0121,tomato/plum/melon,19500
2012-04-28,17:00,C0080,otherreadymadefoods,1980
2012-04-28,17:00,C0080,bakery,3000
2012-04-28,17:00,C0859,cooky/cakes,3370
2012-04-28,17:00,C0859,strawberry/peach/,5990
2012-04-28,17:00,C0859,apple/sweetmelon,4990
2012-04-28,17:00,C1069,milk,3200
2012-04-28,17:00,C1069,noodles,3000
2012-04-28,17:00,C1069,bottledfoods,8200
2012-04-28,17:00,C1069,koreanchicken,11980
2012-04-28,17:00,C1069,koreanpork,15822
2012-04-28,17:00,C1832,milk,3200
2012-04-28,18:00,C1621,beans,1990
2012-04-28,18:00,C1390,harddrinks,15000
2012-04-28,18:00,C2478,fruitvegetables,2490
2012-04-28,18:00,C2478,chinesecabbages,1000
2012-04-28,18:00,C1575,artificialpowders,2150
2012-04-28,18:00,C1590,fruitvegetables,1700
2012-04-28,18:00,C1590,rootvegetables,958
2012-04-28,18:00,C1590,koreanbeef,5378
2012-04-28,18:00,C1609,milk,4830
2012-04-28,18:00,C1609,snacks,1200
2012-04-28,18:00,C0430,milk,2710
2012-04-28,18:00,C0430,bakery,3000
2012-04-28,18:00,C0813,milk,2990
2012-04-28,18:00,C0813,snacks,1000
2012-04-28,18:00,C0813,cereals,10500
2012-04-28,18:00,C0813,instantfoods,2970
2012-04-28,18:00,C0813,laundrydetergent,11000
2012-04-28,18:00,C1473,snacks,990
2012-04-28,18:00,C1473,chocolete,1000
2012-04-28,18:00,C0663,koreanchicken,5990
2012-04-28,18:00,C0515,harddrinks,3600
2012-04-28,18:00,C1188,sweeteners,3980
2012-04-28,18:00,C1811,dentalproducts,3950
2012-04-28,18:00,C1740,wastepapers,13900
2012-04-28,18:00,C1740,coffee,21900
2012-04-28,19:00,C2129,chilledseafood,3290
2012-04-28,19:00,C2129,chilledlivestock,5980
2012-04-28,19:00,C2129,noodles,2550
2012-04-28,19:00,C2129,eggs,4690
2012-04-28,19:00,C2129,softdrinks,2170
2012-04-28,19:00,C2129,coffee,1900
2012-04-28,19:00,C0889,otherreadymadefoods,14900
2012-04-28,19:00,C0889,cooky/cakes,2880
2012-04-28,19:00,C1857,cooky/cakes,6980
2012-04-28,19:00,C2346,seasonings,1450
2012-04-28,19:00,C0741,chilledseafood,1590
2012-04-28,19:00,C0741,othervegetables,3968
2012-04-28,19:00,C0741,softdrinks,1800
2012-04-28,19:00,C0741,harddrinks,1150
2012-04-28,19:00,C0303,eggs,9380
2012-04-28,19:00,C0303,softdrinks,1000
2012-04-28,19:00,C1415,harddrinks,2500
2012-04-28,19:00,C1415,processeddryfoods,990
2012-04-28,19:00,C1415,bottledfoods,1550
2012-04-28,19:00,C2369,snacks,1040
2012-04-28,19:00,C2369,koreanbeef,29793
2012-04-28,19:00,C2023,apple/sweetmelon,4990
2012-04-28,19:00,C1229,banana/importedfruits,4490
2012-04-28,19:00,C1229,tomato/plum/melon,5990
2012-04-28,20:00,C0914,pre-processedsidedishes,5990
2012-04-28,20:00,C0914,softdrinks,940
2012-04-28,20:00,C1986,cooky/cakes,2990
2012-04-28,20:00,C1986,eggs,6100
2012-04-28,20:00,C1986,softdrinks,3750
2012-04-28,20:00,C2186,cooky/cakes,1440
2012-04-28,20:00,C0689,livefish,7000
2012-04-28,20:00,C0689,eidbleherbs,1500
2012-04-28,21:00,C1148,ramen,800
2012-04-28,21:00,C1148,snacks,1040
2012-04-28,21:00,C1241,beans,2990
2012-04-28,21:00,C1241,harddrinks,1380
2012-04-28,21:00,C1241,banana/importedfruits,9900
2012-04-28,21:00,C0728,milk,4940
2012-04-28,21:00,C0972,fruitvegetables,990
2012-04-28,21:00,C2087,strawberry/peach/,5990
2012-04-28,21:00,C0051,icecream,3000
2012-04-28,21:00,C0051,pre-processedmeals,1490
2012-04-28,21:00,C0051,ramen,1850
2012-04-28,21:00,C0051,fruitvegetables,850
2012-04-28,22:00,C0070,pre-processedsidedishes,7490
2012-04-28,22:00,C0649,sanitaryproducts,2990
2012-04-29,10:00,C1953,seasonings,14400
2012-04-29,10:00,C0235,milk,2700
2012-04-29,10:00,C0125,wastepapers,2000
2012-04-29,10:00,C0125,banana/importedfruits,14950
2012-04-29,10:00,C0125,softdrinks,900
2012-04-29,10:00,C0125,softdrinks,5100
2012-04-29,10:00,C0558,ketchupandmayoneise,3250
2012-04-29,11:00,C0685,otherlivefish,6200
2012-04-29,11:00,C0685,instantfoods,1990
2012-04-29,11:00,C0871,chilledlivestock,6980
2012-04-29,11:00,C0871,eggs,4990
2012-04-29,11:00,C0871,laundrydetergent,8900
2012-04-29,11:00,C0871,kitchen/housedetergents,5690
2012-04-29,11:00,C0871,wastepapers,17900
2012-04-29,11:00,C0588,driedfish,5250
2012-04-29,11:00,C0935,eggs,4690
2012-04-29,11:00,C0935,mushrooms,990
2012-04-29,11:00,C0679,tomato/plum/melon,5990
2012-04-29,12:00,C2349,rootvegetables,3144
2012-04-29,12:00,C2349,banana/importedfruits,2990
2012-04-29,12:00,C2056,fermentedmilk,2700
2012-04-29,12:00,C2056,ramen,720
2012-04-29,12:00,C0864,driedfish,7990
2012-04-29,12:00,C0864,lattuce,1000
2012-04-29,12:00,C0864,softdrinks,3080
2012-04-29,12:00,C0097,rootvegetables,2833
2012-04-29,12:00,C1239,chilledlivestock,14940
2012-04-29,12:00,C1239,cooky/cakes,5760
2012-04-29,12:00,C1239,driedfish,4580
2012-04-29,12:00,C1239,beans,2990
2012-04-29,12:00,C0589,cooky/cakes,3100
2012-04-29,12:00,C0654,milk,2600
2012-04-29,12:00,C0654,beans,3980
2012-04-29,12:00,C0654,soysaucesandpastes,6450
2012-04-29,13:00,C0578,lattuce,2190
2012-04-29,13:00,C0578,eidbleherbs,1290
2012-04-29,13:00,C1927,cooky/cakes,1990
2012-04-29,14:00,C2439,milk,4650
2012-04-29,14:00,C2439,cheese/butter,4000
2012-04-29,14:00,C2439,ramen,5150
2012-04-29,14:00,C0553,fruitvegetables,1390
2012-04-29,14:00,C1677,fermentedmilk,10960
2012-04-29,14:00,C1677,lattuce,1990
2012-04-29,14:00,C1677,importedbeef,15744
2012-04-29,14:00,C2252,ramen,5780
2012-04-29,14:00,C2252,cooky/cakes,2990
2012-04-29,14:00,C2252,banana/importedfruits,3980
2012-04-29,14:00,C2318,chocolete,2500
2012-04-29,14:00,C0762,sweeteners,2270
2012-04-29,14:00,C2118,bottledfoods,1500
2012-04-29,14:00,C1944,chillednoodles,2990
2012-04-29,14:00,C1944,rootvegetables,2990
2012-04-29,14:00,C0998,eidbleherbs,1500
2012-04-29,14:00,C0210,tea,5100
2012-04-29,14:00,C2114,softdrinks,4200
2012-04-29,14:00,C1434,bottledfoods,15200
2012-04-29,15:00,C0698,powderedmilk,920
2012-04-29,15:00,C0175,mushrooms,4990
2012-04-29,15:00,C0175,koreanpork,5945
2012-04-29,15:00,C2451,beans,2500
2012-04-29,15:00,C0954,ramen,3450
2012-04-29,15:00,C0954,softdrinks,34560
2012-04-29,15:00,C0954,hairproducts,4300
2012-04-29,15:00,C0954,kitchen/housedetergents,2990
2012-04-29,15:00,C0340,ramen,2000
2012-04-29,15:00,C1631,milk,3490
2012-04-29,15:00,C0629,fermentedmilk,2990
2012-04-29,15:00,C0629,milk,3060
2012-04-29,16:00,C2056,otherreadymadefoods,990
2012-04-29,16:00,C1408,soysaucesandpastes,2990
2012-04-29,16:00,C1389,wastepapers,8990
2012-04-29,16:00,C2476,fermentedmilk,2410
2012-04-29,16:00,C1292,fruitvegetables,2000
2012-04-29,16:00,C1818,cheese/butter,6680
2012-04-29,16:00,C1818,ramen,3490
2012-04-29,16:00,C1818,wastepapers,5400
2012-04-29,16:00,C1818,soysaucesandpastes,2500
2012-04-29,16:00,C1818,seasonings,5630
2012-04-29,16:00,C0803,snacks,1990
2012-04-29,16:00,C0803,processedlivefish,6400
2012-04-29,16:00,C0803,beans,1290
2012-04-29,16:00,C0803,banana/importedfruits,2990
2012-04-29,16:00,C1902,chilledagriculturalproducts,2350
2012-04-29,16:00,C1902,wastepapers,1000
2012-04-29,16:00,C0041,fruitvegetables,1490
2012-04-29,16:00,C0041,banana/importedfruits,4490
2012-04-29,16:00,C2453,beans,1290
2012-04-29,16:00,C2453,sweeteners,11360
2012-04-29,16:00,C2379,otherseafoods,1990
2012-04-29,16:00,C2379,softdrinks,1000
2012-04-29,17:00,C0889,milk,2700
2012-04-29,17:00,C0889,cereals,4890
2012-04-29,17:00,C0445,lattuce,2190
2012-04-29,17:00,C0445,harddrinks,2500
2012-04-29,17:00,C0445,apple/sweetmelon,4950
2012-04-29,17:00,C0445,koreanpork,13579
2012-04-29,17:00,C1134,cookingoil,4250
2012-04-29,17:00,C2471,milk,9700
2012-04-29,17:00,C2471,cooky/cakes,7600
2012-04-29,17:00,C1965,sweeteners,2200
2012-04-29,17:00,C0421,chinesecabbages,1000
2012-04-29,17:00,C2230,cooky/cakes,1000
2012-04-29,17:00,C2482,tomato/plum/melon,7990
2012-04-29,17:00,C1500,ready-mademeals,2000
2012-04-29,17:00,C1500,apple/sweetmelon,6600
2012-04-29,18:00,C1806,strawberry/peach/,14900
2012-04-29,18:00,C1806,tomato/plum/melon,9285
2012-04-29,18:00,C0646,milk,3060
2012-04-29,18:00,C0646,chinesecabbages,1000
2012-04-29,18:00,C2191,mushrooms,1390
2012-04-29,18:00,C1390,ready-mademeals,5000
2012-04-29,18:00,C1745,frozendumpling,6980
2012-04-29,18:00,C1745,cooky/cakes,3990
2012-04-29,18:00,C1745,eidbleherbs,1290
2012-04-29,18:00,C1745,koreanchicken,5990
2012-04-29,18:00,C1255,milk,3890
2012-04-29,18:00,C0675,lattuce,2590
2012-04-29,18:00,C1351,otherlivefish,5980
2012-04-29,18:00,C1351,artificialpowders,2150
2012-04-29,18:00,C0421,rootvegetables,1248
2012-04-29,18:00,C0421,chinesecabbages,1000
2012-04-29,18:00,C0421,mushrooms,1390
2012-04-29,18:00,C0421,bottledfoods,3990
2012-04-29,18:00,C0421,maincereals,69900
2012-04-29,18:00,C0333,softdrinks,1450
2012-04-29,18:00,C0528,fermentedmilk,1980
2012-04-29,18:00,C0528,chilledagriculturalproducts,1750
2012-04-29,18:00,C2023,cheese/butter,5480
2012-04-29,18:00,C1801,livefish,8800
2012-04-29,18:00,C1047,rootvegetables,3744
2012-04-29,18:00,C1047,otherreadymadefoods,5000
2012-04-29,19:00,C2251,mushrooms,990
2012-04-29,19:00,C2251,eidbleherbs,1000
2012-04-29,19:00,C1529,candy-gum,2500
2012-04-29,19:00,C1529,cooky/cakes,2070
2012-04-29,19:00,C0427,harddrinks,4950
2012-04-29,19:00,C0957,harddrinks,2100
2012-04-29,19:00,C2120,minorcereals,9990
2012-04-29,19:00,C2120,otherreadymadefoods,10000
2012-04-29,19:00,C0741,fruitvegetables,800
2012-04-29,19:00,C0741,mushrooms,1190
2012-04-29,19:00,C0741,lattuce,990
2012-04-29,19:00,C0790,koreanchicken,5990
2012-04-29,19:00,C0534,icecream,2800
2012-04-29,19:00,C0534,ready-madesnacks,3990
2012-04-29,19:00,C2023,wastepapers,5980
2012-04-29,19:00,C1321,eidbleherbs,960
2012-04-29,19:00,C1321,bottledfoods,8340
2012-04-29,20:00,C0867,otherreadymadefoods,10000
2012-04-29,20:00,C0867,chinesecabbages,300
2012-04-29,20:00,C0791,beans,1800
2012-04-29,20:00,C2285,icecream,1200
2012-04-29,20:00,C2285,softdrinks,3250
2012-04-29,20:00,C2285,bottledfoods,2990
2012-04-29,20:00,C1630,otherlivefish,5000
2012-04-29,20:00,C1630,wildvegetables,1990
2012-04-29,20:00,C1630,strawberry/peach/,13900
2012-04-29,20:00,C1203,chilleddairymilks,990
2012-04-29,20:00,C1203,candy-gum,3300
2012-04-29,20:00,C1203,cooky/cakes,1200
2012-04-29,20:00,C1203,livefish,7900
2012-04-29,20:00,C0895,harddrinks,4800
2012-04-29,20:00,C0727,eggs,4690
2012-04-29,20:00,C0727,fruitvegetables,2000
2012-04-29,20:00,C0727,harddrinks,8700
2012-04-29,20:00,C2172,harddrinks,2090
2012-04-29,21:00,C1083,snacks,2990
2012-04-29,21:00,C1547,milk,3000
2012-04-29,21:00,C1608,kitchen/housedetergents,2990
2012-04-29,21:00,C2389,rootvegetables,1990
2012-04-29,22:00,C1834,ready-madesnacks,5980
2012-04-29,22:00,C1578,ramen,3590
2012-04-30,10:00,C0317,artificialpowders,3450
2012-04-30,10:00,C0317,seasonings,2700
2012-04-30,10:00,C0250,milk,1500
2012-04-30,10:00,C0716,rootvegetables,8490
2012-04-30,10:00,C0325,koreanbeef,14932
2012-04-30,11:00,C2056,fermentedmilk,990
2012-04-30,11:00,C2303,cheese/butter,4980
2012-04-30,11:00,C2303,ramen,2000
2012-04-30,11:00,C2303,snacks,3250
2012-04-30,11:00,C2303,eidbleherbs,990
2012-04-30,11:00,C2303,instantfoods,3580
2012-04-30,11:00,C2303,coffee,15000
2012-04-30,11:00,C2303,wastepapers,10900
2012-04-30,11:00,C2303,pear/kiwi/grape,6990
2012-04-30,11:00,C1112,chocolete,850
2012-04-30,11:00,C1832,mushrooms,750
2012-04-30,11:00,C1832,laundrydetergent,3250
2012-04-30,11:00,C1832,apple/sweetmelon,6050
2012-04-30,11:00,C1832,koreanpork,20370
2012-04-30,11:00,C1832,koreanbeef,11538
2012-04-30,12:00,C0646,otherlivefish,10920
2012-04-30,12:00,C1510,artificialpowders,1550
2012-04-30,12:00,C2330,chilledseafood,3290
2012-04-30,12:00,C2330,eidbleherbs,1990
2012-04-30,12:00,C2330,apple/sweetmelon,10000
2012-04-30,12:00,C1080,milk,1700
2012-04-30,12:00,C1125,fermentedmilk,990
2012-04-30,12:00,C1005,fermentedmilk,990
2012-04-30,12:00,C1005,chocolete,5100
2012-04-30,12:00,C0227,otherseafoods,1990
2012-04-30,12:00,C0227,fruitvegetables,1490
2012-04-30,13:00,C1857,pre-processedsnacks,7990
2012-04-30,13:00,C1857,eidbleherbs,3505
2012-04-30,13:00,C1108,cookingoil,13100
2012-04-30,13:00,C1108,seasonings,3490
2012-04-30,13:00,C0679,chilledlivestock,4980
2012-04-30,13:00,C1471,ready-madesidedishes,1000
2012-04-30,13:00,C1471,driedfish,3450
2012-04-30,13:00,C1471,eggs,3500
2012-04-30,13:00,C1471,instantfoods,4100
2012-04-30,13:00,C0859,milk,4780
2012-04-30,13:00,C0859,cooky/cakes,4980
2012-04-30,13:00,C0859,beans,2490
2012-04-30,14:00,C0646,cooky/cakes,6050
2012-04-30,14:00,C0770,cookingoil,9800
2012-04-30,14:00,C1105,koreanpork,12584
2012-04-30,15:00,C1836,beans,1280
2012-04-30,15:00,C1923,koreanchicken,6500
2012-04-30,15:00,C0761,eidbleherbs,7470
2012-04-30,15:00,C0761,softdrinks,4460
2012-04-30,15:00,C0761,soysaucesandpastes,1990
2012-04-30,15:00,C2394,ramen,1700
2012-04-30,15:00,C2394,bread,2200
2012-04-30,15:00,C2394,driedfish,2680
2012-04-30,15:00,C2394,ketchupandmayoneise,2050
2012-04-30,16:00,C0835,ramen,3190
2012-04-30,16:00,C1477,ramen,3700
2012-04-30,16:00,C0860,snacks,990
2012-04-30,16:00,C0860,bottledfoods,1000
2012-04-30,16:00,C0969,koreanbeef,65656
2012-04-30,16:00,C0919,instantfoods,3980
2012-04-30,16:00,C0075,eidbleherbs,1445
2012-04-30,16:00,C0075,bottledfoods,6900
2012-04-30,17:00,C0889,cooky/cakes,3980
2012-04-30,17:00,C2427,cooky/cakes,2880
2012-04-30,17:00,C2427,koreanpork,9129
2012-04-30,17:00,C1329,apple/sweetmelon,7500
2012-04-30,17:00,C1329,koreanpork,22411
2012-04-30,17:00,C1842,fermentedmilk,3760
2012-04-30,17:00,C1842,cereals,3980
2012-04-30,17:00,C0757,icecream,2800
2012-04-30,17:00,C0757,lattuce,1790
2012-04-30,17:00,C0759,rootvegetables,2500
2012-04-30,17:00,C2019,mushrooms,990
2012-04-30,17:00,C2350,banana/importedfruits,3990
2012-04-30,17:00,C0528,fastfoods,1980
2012-04-30,17:00,C0468,lattuce,2650
2012-04-30,17:00,C0468,eidbleherbs,790
2012-04-30,17:00,C0468,koreanpork,2990
2012-04-30,17:00,C0663,cheese/butter,5700
2012-04-30,17:00,C0663,processeddriedfish,2480
2012-04-30,17:00,C2040,koreanpork,9980
2012-04-30,17:00,C0820,chilledseafood,3450
2012-04-30,17:00,C0345,fruitvegetables,2000
2012-04-30,17:00,C0345,mandarinorange/watermelonandotherfruits,7990
2012-04-30,18:00,C0363,koreanbeef,20691
2012-04-30,18:00,C1254,otherreadymadefoods,2970
2012-04-30,18:00,C1254,snacks,2240
2012-04-30,18:00,C1254,mushrooms,850
2012-04-30,18:00,C2007,bakery,2990
2012-04-30,18:00,C2007,bottledfoods,5000
2012-04-30,18:00,C0023,eidbleherbs,990
2012-04-30,18:00,C1375,lattuce,1390
2012-04-30,18:00,C0235,beans,2580
2012-04-30,18:00,C0590,tea,7900
2012-04-30,18:00,C0578,coffee,5820
2012-04-30,18:00,C0030,milk,400
2012-04-30,19:00,C1879,pre-processedmeals,1400
2012-04-30,19:00,C1496,bottledfoods,2000
2012-04-30,19:00,C0849,milk,1890
2012-04-30,19:00,C0849,eggs,3990
2012-04-30,19:00,C0849,soysaucesandpastes,2500
2012-04-30,19:00,C1043,ramen,5150
2012-04-30,19:00,C1043,rootvegetables,2490
2012-04-30,19:00,C1043,instantfoods,2550
2012-04-30,19:00,C1043,strawberry/peach/,5990
2012-04-30,19:00,C2395,ready-madesidedishes,5990
2012-04-30,19:00,C2395,snacks,3520
2012-04-30,19:00,C2395,beans,1290
2012-04-30,19:00,C2395,banana/importedfruits,3990
2012-04-30,19:00,C1136,snacks,2000
2012-04-30,19:00,C0929,noodles,1000
2012-04-30,19:00,C0929,lattuce,1990
2012-04-30,19:00,C0929,banana/importedfruits,1980
2012-04-30,20:00,C1445,softdrinks,2250
2012-04-30,20:00,C0257,coffee,3150
2012-04-30,20:00,C1830,chilledlivestock,1500
2012-04-30,20:00,C0789,seasonedmeat,10362
2012-04-30,20:00,C0916,ready-madesnacks,7900
2012-04-30,20:00,C0058,otherlivefish,2580
2012-04-30,20:00,C0058,othervegetables,1850
2012-04-30,20:00,C0058,pear/kiwi/grape,3990
2012-04-30,20:00,C1206,snacks,1000
2012-04-30,20:00,C1206,cooky/cakes,2780
2012-04-30,20:00,C1206,softdrinks,1000
2012-04-30,21:00,C0881,chilledseafood,3480
2012-04-30,21:00,C0881,chocolete,1980
2012-04-30,21:00,C0881,strawberry/peach/,9000
2012-04-30,21:00,C0881,banana/importedfruits,4490
2012-04-30,21:00,C0964,chilleddairymilks,1000
2012-04-30,21:00,C0964,harddrinks,2000
2012-04-30,21:00,C2346,chocolete,990
2012-04-30,21:00,C2356,koreanbeef,27815
2012-04-30,21:00,C1752,mushrooms,1390
2012-04-30,22:00,C0955,harddrinks,1450
2012-04-30,22:00,C0955,strawberry/peach/,10000
2012-04-30,22:00,C1271,hairproducts,9900
2012-04-30,22:00,C1276,softdrinks,5940
2012-04-30,22:00,C0167,otherlivefish,3500
2012-04-30,22:00,C0167,harddrinks,2800
2012-05-01,10:00,C0157,minorcereals,39900
2012-05-01,10:00,C0157,ramen,3850
2012-05-01,10:00,C0157,pear/kiwi/grape,6721
2012-05-01,10:00,C0157,koreanchicken,6490
2012-05-01,10:00,C1609,milk,4830
2012-05-01,10:00,C1609,beans,2990
2012-05-01,10:00,C1322,bakery,2490
2012-05-01,12:00,C0792,processedlivefish,8600
2012-05-01,12:00,C0792,kitchen/housedetergents,4990
2012-05-01,12:00,C0430,beans,3980
2012-05-01,12:00,C0807,cheese/butter,4980
2012-05-01,12:00,C0807,ramen,1980
2012-05-01,12:00,C1707,koreanchicken,5990
2012-05-01,12:00,C1926,maincereals,62900
2012-05-01,12:00,C1926,minorcereals,9980
2012-05-01,12:00,C1926,beans,2560
2012-05-01,12:00,C1926,dentalproducts,5900
2012-05-01,12:00,C1926,kitchen/housedetergents,5990
2012-05-01,12:00,C1321,cooky/cakes,3680
2012-05-01,12:00,C1321,cosmetics,1600
2012-05-01,12:00,C1746,fermentedmilk,1850
2012-05-01,12:00,C1746,cooky/cakes,1440
2012-05-01,12:00,C0409,pre-processedsidedishes,5990
2012-05-01,12:00,C0409,bakery,990
