"","custid","ct_dairy","ct_drink","ct_fastfood","ct_fruite","ct_house_prod","ct_makeup","ct_meat","ct_sauce","ct_seafood","ct_snack","ct_vegetable","coverage","g_paid","buyed_prod_num","hf_6-11","hf_12-17","hf_18-23","wdf_Sun","wdf_Mon","wdf_Tue","wdf_Wed","wdf_Thu","wdf_Fri","wdf_Sat","purchase","ct_cov","vdays","day_mean_amt","daycov","top_prod"
"540","C0635",0,0.92,0.08,0,0,0,0,0,0,0,0,0.18,9350,4,0,0,1,0,0,0,0,1,0,0,2,3.03196808192748,3,3116.66666666667,0.294494653850847,"harddrinks"
"541","C0636",0,0,0.2,0,0.22,0,0,0,0,0.15,0.43,0.36,6510,5,0,0.43,0.57,0,0,0.57,0.43,0,0,0,5,1.57064380913443,3,2170,0.467213840039812,"bottledfoods"
"542","C0637",0.5,0.03,0.05,0,0.1,0,0.15,0.15,0,0.01,0,0.64,74838,13,0.25,0.23,0.52,0.12,0,0.17,0.5,0.02,0,0.19,13,1.62873244284811,10,7483.8,1.43714845341858,"artificialpowders"
"543","C0638",0,0,0,0,0.89,0,0,0,0,0.05,0.06,0.27,27540,3,0,1,0,0,0,1,0,0,0,0,3,2.92440868383471,2,13770,1.10199793204527,"mushrooms"
"544","C0639",0,0.65,0.13,0,0.11,0,0,0,0,0.11,0,0.36,30150,4,0,1,0,0,0.13,0,0.11,0.76,0,0,4,2.11354745628871,3,10050,1.1041284016089,"chilledagriculturalproducts"
"545","C0640",0.03,0.03,0.02,0.2,0.01,0.07,0.49,0,0.06,0.02,0.06,0.91,181542,32,0.14,0.23,0.62,0.1,0.07,0.05,0.17,0.45,0.04,0.12,22,1.59298234971517,20,9077.1,1.0399633801996,"beans"
"546","C0641",0.16,0,0.05,0.1,0.11,0,0.3,0.13,0,0.11,0.04,0.73,45220,17,0.13,0.49,0.39,0.19,0.13,0.01,0.21,0.36,0.04,0.06,12,0.988972516349191,14,3230,0.688924459467278,"bread"
"547","C0642",0,0.16,0.14,0.19,0.03,0,0.04,0,0.35,0.02,0.07,0.73,102760,28,0.23,0.65,0.12,0.15,0.31,0,0.2,0.2,0.03,0.11,17,1.21221653219217,16,6422.5,0.824286626516044,"otherlivefish"
"548","C0643",0,1,0,0,0,0,0,0,0,0,0,0.09,2090,1,0,0,1,0,0,0,0,0,1,0,1,3.3166247903554,1,2090,0,"harddrinks"
"549","C0644",0,0.77,0,0,0.23,0,0,0,0,0,0,0.18,56700,3,0,1,0,0,0,0.61,0.39,0,0,0,2,2.59746545627892,3,18900,0.274928699614108,"coffee"
"550","C0645",0,0,1,0,0,0,0,0,0,0,0,0.09,5350,1,0,0,1,0,1,0,0,0,0,0,1,3.3166247903554,1,5350,0,"noodles"
"551","C0646",0.12,0.13,0.08,0.06,0.19,0.01,0.03,0.14,0.13,0.11,0,1,346578,68,0.3,0.47,0.23,0.1,0.32,0.1,0.16,0.17,0.09,0.06,33,0.654189643172071,42,8251.85714285714,0.973303332607368,"fermentedmilk"
"552","C0647",0.38,0,0,0.3,0,0,0,0,0,0.32,0,0.27,23310,7,0,0.57,0.43,0,0,0.06,0.37,0.57,0,0,5,1.72442719213057,4,5827.5,0.908442486374716,"fermentedmilk"
"553","C0648",0.12,0,0.08,0.18,0.09,0,0.12,0.05,0.03,0.29,0.04,0.91,586926,96,0.34,0.62,0.05,0,0,0.03,0,0.02,0.93,0.02,45,0.947215144363336,22,26678.4545454545,0.743777612674795,"cereals"
"554","C0649",0.2,0.1,0.06,0.07,0.15,0,0.05,0.01,0.04,0.21,0.11,0.91,167797,59,0,0.35,0.65,0.01,0.14,0.06,0.25,0.13,0.25,0.18,29,0.769180131144727,35,4794.2,0.902005553800991,"fermentedmilk"
"555","C0650",0.06,0.02,0.06,0.29,0.25,0,0,0.02,0.11,0.16,0.02,0.82,62030,15,0.02,0.39,0.59,0.22,0.07,0.11,0.16,0,0.33,0.11,15,1.12201458623332,14,4430.71428571429,0.952415815857057,"banana/importedfruits"
"556","C0651",0.21,0,0.07,0.22,0.03,0.04,0.04,0.03,0.03,0.24,0.1,0.91,190857,54,0.09,0.37,0.54,0.02,0.09,0.23,0.02,0.19,0.1,0.34,27,0.982291238491427,29,6581.27586206897,0.798836732940221,"icecream"
"557","C0652",0,0,0,0,0.32,0,0,0.68,0,0,0,0.18,61540,3,0,1,0,0.84,0,0,0,0,0,0.16,3,2.38880965900339,3,20513.3333333333,0.892343789291248,"cookingoil"
"558","C0654",0.09,0.01,0.22,0.02,0.28,0,0.09,0.12,0.06,0.05,0.06,0.91,113647,28,0.38,0.38,0.24,0.25,0.08,0.08,0.06,0.15,0.04,0.34,22,0.955574588394487,19,5981.42105263158,0.804984605568687,"mushrooms"
"559","C0655",0.04,0.06,0.02,0.01,0.06,0,0.09,0.05,0.02,0.6,0.04,0.91,187826,21,0.06,0.1,0.84,0.03,0.08,0.67,0.14,0,0,0.09,18,1.89082181010604,11,17075.0909090909,1.33287264170847,"chilledseafood"
"560","C0657",0.17,0.48,0.23,0,0,0,0.11,0,0,0.01,0,0.45,70507,21,0.14,0.16,0.7,0.15,0.31,0.24,0.09,0,0.1,0.11,11,1.69012578683649,15,4700.46666666667,0.459248000116387,"harddrinks"
"561","C0659",0,0.46,0,0,0,0,0,0,0,0.54,0,0.18,5600,2,0,1,0,0,0,0,1,0,0,0,2,2.23178568570971,1,5600,0,"candy-gum"
"562","C0660",1,0,0,0,0,0,0,0,0,0,0,0.09,3990,1,1,0,0,0,0,0,1,0,0,0,1,3.3166247903554,1,3990,0,"chinesecabbages"
"563","C0661",1,0,0,0,0,0,0,0,0,0,0,0.09,10160,3,0,1,0,0,0,0.29,0,0,0.71,0,2,3.3166247903554,2,5080,0.606886922435698,"fermentedmilk"
"564","C0662",0.48,0.28,0.1,0,0,0,0,0,0,0.14,0,0.36,10110,5,0,0.72,0.28,0,0,0,0.28,0.72,0,0,5,1.73458628093568,3,3370,0.673394394908791,"chilleddairymilks"
"565","C0663",0.14,0.08,0.17,0.08,0.01,0,0.24,0.17,0.06,0.01,0.04,0.91,135262,30,0,1,0,0.05,0.38,0.1,0.26,0,0.04,0.16,23,0.872488194343102,16,8453.875,0.666348107922626,"cheese/butter"
"566","C0664",0.03,0.01,0.28,0.1,0.13,0,0.23,0.02,0.16,0,0.04,0.82,180822,43,0.06,0.63,0.31,0.06,0.55,0.2,0.03,0.08,0.08,0,25,1.08669799343529,13,13909.3846153846,0.875542854066847,"pre-processedmeals"
"567","C0666",0.28,0,0,0.05,0,0,0,0,0.34,0,0.34,0.36,9790,5,1,0,0,0,1,0,0,0,0,0,5,1.61035188006506,2,4895,0.261463385893289,"beans"
"568","C0670",0,0,0,0.36,0,0,0.49,0.16,0,0,0,0.27,11220,3,0.64,0.36,0,0,0.49,0.36,0,0,0,0.16,3,1.90025696880231,3,3740,0.502012023140388,"banana/importedfruits"
"569","C0671",0.02,0,0.1,0.03,0.17,0,0.51,0,0,0.08,0.1,0.64,61930,9,0.3,0.6,0.1,0,0.1,0.39,0,0.13,0.38,0,8,1.63155469690683,4,15482.5,0.63293143539814,"chilledagriculturalproducts"
"570","C0672",0,0,0,0,0,0,0,0,0,1,0,0.09,33120,1,0,0,1,0,0,0,0,0,0,1,1,3.3166247903554,1,33120,0,"cooky/cakes"
"571","C0673",0.12,0,0,0.13,0.53,0,0.05,0.14,0,0,0.04,0.55,68030,8,0,1,0,0,0.53,0,0,0.43,0.05,0,7,1.70482152900102,6,11338.3333333333,0.646956737765616,"laundrydetergent"
"572","C0674",0.28,0.02,0.16,0,0.03,0.12,0.06,0.02,0.15,0.16,0,0.82,113760,29,0,0.63,0.37,0.08,0.18,0.05,0.22,0.03,0.25,0.2,16,0.993920048611806,21,5417.14285714286,0.727188103694596,"milk"
"573","C0675",0.06,0,0.11,0.17,0.14,0,0.05,0.08,0.01,0.32,0.06,0.82,269287,48,0.08,0.87,0.06,0.07,0.09,0.28,0.42,0,0,0.13,31,1.02341882284955,23,11708.1304347826,1.04585263774941,"bakery"
"574","C0676",0,0,0,0,1,0,0,0,0,0,0,0.09,5600,1,1,0,0,0,0,0,0,1,0,0,1,3.3166247903554,1,5600,0,"laundrydetergent"
"575","C0679",0.1,0.08,0.11,0.27,0.06,0,0.04,0,0.17,0.08,0.09,0.82,118590,33,0.2,0.49,0.31,0.3,0.17,0.26,0.01,0.06,0.2,0,22,0.854647196367156,18,6588.33333333333,0.623642444539138,"banana/importedfruits"
"576","C0680",0.03,0,0.18,0,0,0,0.65,0,0.03,0.06,0.04,0.55,132158,13,0.63,0.36,0.01,0.08,0.03,0.1,0.03,0.16,0.6,0,11,2.13247327046043,8,16519.75,1.59330291169902,"koreanpork"
"577","C0681",0.09,0.05,0,0.02,0.23,0,0,0,0,0.61,0,0.45,94370,13,0,1,0,0.42,0.06,0,0.03,0.06,0,0.43,11,2.04927965201288,8,11796.25,1.04522429338976,"kitchen/housedetergents"
"578","C0682",0,0,0,0.45,0,0,0,0,0,0,0.55,0.18,18313,2,0,0,1,0,0,0,0,0,1,0,2,2.23590980171538,1,18313,0,"apple/sweetmelon"
"579","C0683",0,0,0,0,0,0,0,0,0,1,0,0.09,9990,1,1,0,0,1,0,0,0,0,0,0,1,3.3166247903554,1,9990,0,"minorcereals"
"580","C0684",0.11,0,0.38,0.28,0,0,0,0,0,0.23,0,0.36,8780,5,0.66,0,0.34,0,0,0,0,0.34,0.66,0,4,1.53759461736894,2,4390,0.447780604031572,"otherreadymadefoods"
"581","C0685",0.08,0,0.21,0.17,0.03,0,0.09,0.08,0.09,0.13,0.13,0.82,142037,25,0.79,0.21,0,0.29,0.14,0.1,0.17,0,0,0.3,15,0.717876525750794,12,11836.4166666667,0.73879277564147,"instantfoods"
"582","C0686",0,0,0,0,0,0,0,0,0,1,0,0.09,9900,1,1,0,0,0,0,0,1,0,0,0,1,3.3166247903554,1,9900,0,"ready-madesnacks"
"583","C0687",0,0,0,1,0,0,0,0,0,0,0,0.09,1990,1,0,1,0,0,0,0,1,0,0,0,1,3.3166247903554,1,1990,0,"fruitvegetables"
"584","C0689",0.14,0.05,0.06,0.12,0.04,0,0.17,0.05,0.08,0.1,0.19,0.91,734114,133,0.07,0.44,0.5,0.14,0.33,0.05,0.13,0.16,0.04,0.16,36,0.636647739852315,69,10639.3333333333,1.11413346440189,"milk"
"585","C0691",0.01,0.02,0.27,0,0.22,0,0.07,0.1,0,0.19,0.12,0.73,51004,18,0.32,0.3,0.38,0.1,0,0.29,0.11,0.22,0.1,0.18,15,1.06086400439298,12,4250.33333333333,0.582369054868421,"snacks"
"586","C0692",0,0,0,0,1,0,0,0,0,0,0,0.09,3950,1,0,0,1,0,0,0,0,0,0,1,1,3.3166247903554,1,3950,0,"dentalproducts"
"587","C0693",0,1,0,0,0,0,0,0,0,0,0,0.09,3120,1,0,0,1,1,0,0,0,0,0,0,1,3.3166247903554,1,3120,0,"harddrinks"
"588","C0695",0,0,0.15,0,0,0,0,0,0,0,0.85,0.18,6850,2,0,0,1,0,0,1,0,0,0,0,2,2.82540215380127,1,6850,0,"instantfoods"
"589","C0696",0,0,1,0,0,0,0,0,0,0,0,0.09,3190,1,0,0,1,0,1,0,0,0,0,0,1,3.3166247903554,1,3190,0,"ramen"
"590","C0697",0,0,0,0,0.83,0,0,0.17,0,0,0,0.18,12500,3,0,1,0,0,0,0,0,0,1,0,3,2.7483691164034,1,12500,0,"cookingoil"
"591","C0698",0.21,0.03,0.02,0.25,0.04,0,0.2,0,0.09,0.11,0.04,0.91,396650,73,0.34,0.6,0.06,0.12,0.19,0.08,0.21,0.21,0.17,0.03,36,0.992132829186927,37,10720.2702702703,0.822879208819303,"milk"
"592","C0699",0,0,0,0.18,0.55,0,0,0,0.27,0,0,0.27,22070,3,0,0.18,0.82,0,0,0.27,0,0,0,0.73,3,1.95471171181969,3,7356.66666666667,0.574531101910972,"chilledagriculturalproducts"
"593","C0701",0.33,0,0,0,0,0,0,0.16,0.33,0,0.18,0.36,12370,4,0,1,0,0,0,0,0,0.49,0,0.51,4,1.49715891923786,2,6185,0.021721954474607,"beans"
"594","C0702",0,0,0,0,1,0,0,0,0,0,0,0.09,2990,1,0,0,1,0,0,0,0,0,1,0,1,3.3166247903554,1,2990,0,"kitchen/housedetergents"
"595","C0703",0.09,0,0.24,0.45,0,0,0.03,0,0.12,0.07,0,0.55,34317,8,0,0,1,0.52,0.48,0,0,0,0,0,7,1.54541680709781,4,8579.25,0.675678775735441,"ramen"
"596","C0704",0,0,0,0.5,0,0,0,0,0,0,0.5,0.18,2000,2,0,0,1,0,0,0,1,0,0,0,2,2.2248595461287,1,2000,0,"beans"
"597","C0706",0,1,0,0,0,0,0,0,0,0,0,0.09,8950,3,0,1,0,0,0,0,0,0,0,1,2,3.3166247903554,3,2983.33333333333,0.611291645398672,"harddrinks"
"598","C0710",0.06,0.06,0.03,0.05,0.16,0,0,0.21,0.17,0.06,0.2,0.82,172900,25,0.49,0.35,0.16,0.16,0.6,0.03,0.01,0,0.2,0,19,0.86017196611519,10,17290,0.686312637436199,"beans"
"599","C0711",0.1,0.04,0.14,0.23,0,0,0,0.11,0.21,0.06,0.11,0.73,48310,14,0.26,0.74,0,0.11,0,0.03,0.3,0.35,0.2,0,13,0.872637694821711,8,6038.75,0.514728717931881,"snacks"
"600","C0712",0,0,0,0.6,0,0,0,0,0,0,0.4,0.18,6550,2,0,0,1,0,0,0,0,0,0,1,2,2.27383810412974,1,6550,0,"lattuce"
"601","C0713",0,0,0,0,0,0,0,0,0,0,1,0.09,1490,1,0,1,0,0,0,0,1,0,0,0,1,3.3166247903554,1,1490,0,"eidbleherbs"
"602","C0714",0,0,1,0,0,0,0,0,0,0,0,0.09,5000,1,0,0,1,0,0,0,1,0,0,0,1,3.3166247903554,1,5000,0,"processeddryfoods"
"603","C0716",0.14,0.09,0.03,0.01,0.09,0.13,0.24,0.01,0.04,0.05,0.17,1,175145,41,0.18,0.56,0.26,0.13,0.26,0.07,0.13,0.19,0.16,0.06,24,0.811072553522977,18,9730.27777777778,0.788991340391147,"chilledseafood"
"604","C0718",0.16,0.02,0,0,0.14,0,0.06,0.3,0,0.27,0.05,0.64,47250,18,0.34,0.19,0.47,0.18,0,0.08,0.14,0.12,0,0.47,12,1.23484261755798,12,3937.5,1.0017319526083,"cooky/cakes"
"605","C0719",0,0.18,0,0.64,0,0,0,0,0,0,0.18,0.27,29720,4,0.57,0.43,0,0,0.57,0,0.43,0,0,0,4,2.14283757745405,2,14860,0.186531533125926,"apple/sweetmelon"
"606","C0720",0,0.18,0,0,0,0,0.36,0,0.26,0,0.2,0.36,27410,7,0.31,0.69,0,0,0,0.73,0,0.13,0.07,0.08,7,1.46592460842159,5,5482,1.36492051013311,"beans"
"607","C0721",0,0.73,0,0,0,0,0,0,0,0.27,0,0.18,45150,4,0,1,0,0,0,0,0,1,0,0,4,2.50550987179519,1,45150,0,"bakery"
"608","C0722",0.02,0,0.15,0.03,0,0,0.12,0.11,0.1,0.36,0.1,0.73,57290,20,0,0.78,0.22,0.29,0.23,0.06,0.06,0.24,0,0.11,14,1.14581939562417,13,4406.92307692308,0.511305546626208,"cooky/cakes"
"609","C0723",0.24,0,0,0,0.16,0,0,0.17,0,0,0.42,0.36,20784,5,0,0.76,0.24,0.16,0,0,0,0,0,0.84,5,1.56541015636051,4,5196,0.481278809654242,"beans"
"610","C0725",0,0.77,0,0.13,0,0,0,0,0,0.1,0,0.27,30620,5,0,0.44,0.56,0.12,0,0.18,0,0.56,0.13,0,3,2.53634966862163,5,6124,1.05077117700168,"softdrinks"
"611","C0726",0.15,0.04,0.14,0.45,0.04,0,0,0.01,0.07,0.08,0.03,0.82,180727,43,0.12,0.36,0.52,0.22,0.09,0.04,0.1,0.4,0.03,0.13,25,1.42161542566064,30,6024.23333333333,0.931998512795887,"fruitvegetables"
"612","C0727",0.1,0.19,0.33,0.14,0,0.01,0.06,0,0.03,0.11,0.03,0.82,109250,29,0,0.43,0.57,0.24,0.5,0,0.17,0.06,0.03,0,19,1.10384246854411,12,9104.16666666667,0.585000730142824,"bottledfoods"
"613","C0728",0.09,0.05,0.06,0.09,0.22,0,0.11,0.04,0.13,0.01,0.21,0.91,216655,62,0,0,1,0.19,0.03,0.22,0.17,0.09,0,0.3,31,0.793402841058212,33,6565.30303030303,0.62392175118977,"beans"
"614","C0729",0.21,0.79,0,0,0,0,0,0,0,0,0,0.18,5460,2,0,0.79,0.21,0,0,0.21,0.79,0,0,0,2,2.63163641183231,2,2730,0.808122035641769,"icecream"
"615","C0730",0,0,0,0,0,0,0,1,0,0,0,0.09,3150,1,1,0,0,0,0,0,0,0,0,1,1,3.3166247903554,1,3150,0,"artificialpowders"
"616","C0731",0,0,0,0,1,0,0,0,0,0,0,0.09,4990,1,1,0,0,0,1,0,0,0,0,0,1,3.3166247903554,1,4990,0,"wastepapers"
"617","C0732",1,0,0,0,0,0,0,0,0,0,0,0.09,400,1,0,1,0,0,0,0,0,0,1,0,1,3.3166247903554,1,400,0,"icecream"
"618","C0733",0,0.17,0,0,0.03,0,0,0.27,0.14,0.39,0,0.45,34880,7,0,0.65,0.35,0.61,0,0,0.39,0,0,0,6,1.482737625993,3,11626.6666666667,0.185437721262666,"harddrinks"
"619","C0734",0,0,0.17,0.05,0.1,0,0,0,0.65,0,0.04,0.45,60275,6,0,1,0,0,0.09,0,0.1,0.16,0,0.65,5,2.10740903177908,4,15068.75,1.06705420546824,"otherlivefish"
"620","C0735",0.24,0.14,0,0.37,0,0,0,0,0,0.25,0,0.36,34380,10,0.42,0.37,0.21,0,0.07,0.8,0,0.09,0,0.03,9,1.50691719363956,6,5730,0.864112294692262,"softdrinks"
"621","C0736",0.06,0,0,0.04,0.66,0,0.11,0,0,0,0.13,0.45,33630,6,0,1,0,0,0,0,0.06,0.66,0,0.28,6,2.15143912165902,3,11210,0.917334651905366,"chilledlivestock"
"622","C0737",0.07,0.66,0.12,0,0.16,0,0,0,0,0,0,0.36,51530,10,0,0,1,0.31,0.25,0.04,0.26,0.14,0,0,6,2.16831537162494,7,7361.42857142857,0.725019904811066,"harddrinks"
"623","C0738",0.61,0,0.25,0,0,0,0,0,0,0.14,0,0.27,25470,16,0,0.33,0.67,0.24,0.05,0.35,0.08,0.07,0.04,0.18,6,2.09109754266625,15,1698,0.656467921128521,"fermentedmilk"
"624","C0739",0.06,0.21,0.05,0,0.41,0,0.02,0,0,0.25,0,0.55,45660,11,0.41,0.4,0.19,0.02,0.26,0.19,0,0.02,0.43,0.08,8,1.52350555052476,10,4566,0.863324638760308,"cooky/cakes"
"625","C0740",0.07,0,0.14,0.32,0.13,0,0,0,0.08,0.09,0.16,0.64,72680,19,0,0.65,0.35,0,0.12,0,0,0.18,0.7,0,15,1.07927016261959,7,10382.8571428571,0.833023236237814,"beans"
"626","C0741",0.08,0.16,0.1,0.05,0.07,0,0.17,0.02,0.05,0.05,0.24,0.91,141850,45,0.06,0.46,0.48,0.14,0.11,0.02,0.17,0.22,0,0.33,25,0.80236744523507,23,6167.39130434783,1.08990090352183,"beans"
"627","C0742",0.17,0.04,0.11,0.26,0.11,0,0,0.02,0.11,0.08,0.09,0.82,128080,48,0,0,1,0.13,0.15,0.09,0.04,0.13,0.23,0.22,22,0.855370042942154,31,4131.61290322581,0.773365172863086,"fermentedmilk"
"628","C0743",0.1,0.07,0.12,0.3,0.1,0,0,0.07,0.04,0.14,0.05,0.82,75784,16,0,0.39,0.61,0,0.27,0.27,0,0.27,0,0.19,14,0.894084993606431,7,10826.2857142857,0.486168733665126,"apple/sweetmelon"
"629","C0744",0.08,0.77,0,0,0,0,0,0.13,0,0.02,0,0.36,51980,6,0,0.97,0.03,0.19,0,0.02,0.77,0,0.03,0,6,2.5184745994236,4,12995,1.42203898693127,"chilleddairymilks"
"630","C0745",0,0.54,0.31,0,0,0,0,0,0,0,0.15,0.27,11230,3,1,0,0,0,0,0,0,1,0,0,3,1.96836781173989,1,11230,0,"coffee"
"631","C0747",0.15,0,0,0.45,0,0,0.15,0,0.06,0.15,0.03,0.55,32960,6,0.03,0.52,0.45,0.3,0,0.06,0,0.63,0,0,6,1.50493299346358,4,8240,0.73423901398041,"beans"
"632","C0748",0,0,0,0,0,0,1,0,0,0,0,0.09,21536,1,0,0,1,0,0,0,0,1,0,0,1,3.3166247903554,1,21536,0,"koreanpork"
"633","C0749",0,0.55,0.23,0,0,0,0.22,0,0,0,0,0.27,18140,4,0.72,0.28,0,0.28,0,0,0.22,0,0.5,0,3,1.94829335925894,3,6046.66666666667,0.452249057385471,"harddrinks"
"634","C0750",0,0.03,0,0,0.48,0,0,0,0.26,0.23,0,0.36,41620,10,0,0.9,0.1,0,0,0,0,0.1,0.9,0,8,1.78437833881392,6,6936.66666666667,1.15772932881842,"otherbeverages"
"635","C0751",0.05,0,0.01,0.14,0,0,0.15,0,0.04,0.49,0.12,0.64,98370,20,0.1,0.09,0.81,0,0.04,0.13,0.69,0.01,0.1,0.03,11,1.58746404634041,12,8197.5,1.72545917786713,"fruitvegetables"
"636","C0753",0,0,0.48,0,0,0,0,0,0.46,0,0.06,0.27,12970,3,0,1,0,1,0,0,0,0,0,0,3,2.07112273804861,2,6485,1.24411540066901,"bottledfoods"
"637","C0754",0.31,0,0,0.69,0,0,0,0,0,0,0,0.18,10070,2,0,1,0,0,0,0,0,0,1,0,2,2.42118064919258,1,10070,0,"fermentedmilk"
"638","C0755",0,0,0.49,0,0,0,0,0,0,0,0.51,0.18,7870,2,0,1,0,0.49,0,0.51,0,0,0,0,2,2.22503734990491,2,3935,0.0161727090995653,"beans"
"639","C0756",0,0,0,0,1,0,0,0,0,0,0,0.09,13490,2,0,0.44,0.56,0,0.56,0,0,0,0.44,0,2,3.3166247903554,2,6745,0.158299664876455,"babyproducts"
"640","C0757",0.05,0.34,0.03,0.3,0.14,0,0.05,0.04,0,0.03,0.01,0.82,216706,29,0,0.55,0.45,0.26,0.29,0.04,0.09,0.04,0.08,0.2,17,1.31945596439865,19,11405.5789473684,0.645318243874244,"softdrinks"
"641","C0759",0.03,0.07,0.07,0.08,0.04,0,0.47,0,0.12,0.02,0.11,0.82,307688,49,0,0.99,0.01,0.15,0.27,0.1,0.2,0.14,0.02,0.11,22,1.45073780904584,31,9925.41935483871,0.933453201098708,"koreanpork"
"642","C0760",0,0.05,0.11,0,0,0,0.51,0,0.18,0,0.15,0.45,19490,5,0.31,0.69,0,0,0,0.31,0,0,0,0.69,5,1.69241730907466,4,4872.5,0.769767502995273,"beans"
"643","C0761",0,0.27,0.04,0,0,0,0.12,0.02,0.4,0.05,0.1,0.64,164600,25,0.03,0.7,0.28,0.29,0.11,0.14,0.12,0.3,0.05,0,13,1.44784862433979,15,10973.3333333333,1.09440004559729,"harddrinks"
"644","C0762",0.18,0.04,0.05,0.23,0.1,0,0,0.13,0.22,0,0.06,0.73,163174,33,0.75,0.2,0.05,0.22,0.26,0.02,0.21,0.02,0.12,0.14,18,0.946318658367266,25,6526.96,0.774223185318189,"chilledseafood"
"645","C0763",0.05,0.05,0,0.14,0.61,0,0,0,0,0.07,0.09,0.55,21550,8,0.29,0.71,0,0,0.49,0.05,0.46,0,0,0,7,1.96117115542211,5,4310,0.881916255903824,"eidbleherbs"
"646","C0765",0,0,0,0.35,0,0,0,0.65,0,0,0,0.18,45650,3,0.35,0,0.65,0,0,0,0,0.65,0.35,0,3,2.34667744909262,2,22825,0.429065889131815,"apple/sweetmelon"
"647","C0766",0.18,0.08,0.11,0.1,0.08,0,0.1,0.03,0.01,0.28,0.02,0.91,373413,78,0.4,0.6,0,0.14,0.21,0.36,0.03,0.2,0,0.07,36,0.903721260198343,28,13336.1785714286,0.918308146843841,"cooky/cakes"
"648","C0767",0,0,0,0,0,0,0,0,0,1,0,0.09,20000,1,1,0,0,0,1,0,0,0,0,0,1,3.3166247903554,1,20000,0,"bakery"
"649","C0768",0,1,0,0,0,0,0,0,0,0,0,0.09,4620,2,1,0,0,0,0,0,0,0,1,0,2,3.3166247903554,1,4620,0,"harddrinks"
"650","C0769",0.09,0,0,0.31,0,0,0.39,0,0,0.22,0,0.36,24114,7,0,0.19,0.81,0.1,0.1,0.09,0.29,0,0.21,0.21,7,1.58896737038318,7,3444.85714285714,0.533602235339021,"bakery"
"651","C0770",0.23,0.04,0.16,0.04,0.17,0,0.2,0.04,0.04,0.03,0.06,0.91,156280,42,0.05,0.95,0,0.25,0.14,0.16,0.05,0,0,0.41,20,0.902299133763254,30,5209.33333333333,0.879651244968808,"beans"
"652","C0773",0.12,0,0.17,0,0.37,0,0,0.22,0,0.03,0.1,0.55,25620,6,0,1,0,0,0,0,1,0,0,0,6,1.32890319933478,1,25620,0,"beans"
"653","C0774",0,0,0.1,0.05,0.36,0,0,0.36,0,0,0.11,0.45,27461,11,0.36,0.64,0,0,0.11,0,0.67,0,0.22,0,9,1.55639407369397,3,9153.66666666667,0.889513050421331,"instantfoods"
"654","C0775",0,0,0,0.48,0.52,0,0,0,0,0,0,0.18,8370,2,0,1,0,0,0.48,0,0,0.52,0,0,2,2.22780948663644,2,4185,0.0658952555944453,"dryfruits"
"655","C0776",0.03,0.35,0.11,0,0,0.39,0,0,0,0,0.11,0.45,17770,7,0,0.11,0.89,0,0,0.63,0.11,0.03,0,0.22,7,1.60906925834011,4,4442.5,1.06972137140191,"bottledfoods"
"656","C0777",0.46,0.54,0,0,0,0,0,0,0,0,0,0.18,8020,2,0,0,1,0,1,0,0,0,0,0,2,2.23404849834463,1,8020,0,"fermentedmilk"
"657","C0778",0.12,0.06,0.44,0,0,0,0.23,0,0,0.08,0.06,0.55,31940,9,0,0.88,0.12,0,0,0.41,0,0,0,0.59,8,1.50750499863636,3,10646.6666666667,0.549635776481296,"bottledfoods"
"658","C0779",0,1,0,0,0,0,0,0,0,0,0,0.09,15550,3,0,1,0,0,0,0,0,0,1,0,3,3.3166247903554,1,15550,0,"harddrinks"
"659","C0780",0,0,0,0.49,0,0,0.31,0,0,0.21,0,0.27,21097,5,0,0.51,0.49,0,0.17,0,0.32,0,0,0.51,3,1.84977711288933,4,5274.25,0.408768660814587,"banana/importedfruits"
"660","C0781",0.14,0,0.14,0.07,0.03,0,0,0,0.2,0.42,0,0.55,29490,12,0.17,0.28,0.54,0,0.32,0,0,0.46,0.22,0,8,1.42564288879927,7,4212.85714285714,0.60754571380807,"cooky/cakes"
"661","C0782",0,0.06,0.39,0.21,0.16,0,0,0,0,0.07,0.1,0.55,38130,7,0,0.5,0.5,0.28,0.5,0,0,0.22,0,0,7,1.35722044197515,3,12710,0.437363790310311,"banana/importedfruits"
"662","C0784",0.26,0,0,0.31,0,0,0,0.34,0,0,0.08,0.36,19060,4,0,1,0,1,0,0,0,0,0,0,4,1.55291228071927,1,19060,0,"apple/sweetmelon"
"663","C0785",0,0,0,0,0,0,0,0.43,0,0.57,0,0.18,3490,2,0,0.57,0.43,0,0,0,0,0,0.43,0.57,2,2.25150183546505,2,1745,0.198557205032326,"seasonings"
"664","C0786",0.79,0,0,0,0,0,0,0,0.21,0,0,0.18,9620,3,0,0.31,0.69,0.69,0,0,0,0.31,0,0,3,2.65132450171784,2,4810,0.546868446156748,"cheese/butter"
"665","C0787",0.07,0,0.09,0.14,0,0,0.48,0,0.06,0.05,0.11,0.64,64199,14,0.05,0.88,0.08,0.02,0.51,0.13,0,0.35,0,0,13,1.52639688123152,7,9171.28571428571,1.09574129030401,"cooky/cakes"
"666","C0788",0.33,0,0.11,0.07,0,0,0.4,0,0,0.01,0.08,0.55,111785,24,0.58,0.29,0.13,0.05,0.15,0.24,0.33,0,0,0.24,17,1.55693146520965,12,9315.41666666667,0.610381046026334,"fermentedmilk"
